Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Harmony,Harmonious,Congruent,Align,Symmetry,"[ 0.01674462 -0.01264205  0.04638902 ... -0.0137565  -0.0184163
  0.0064673 ]",0
Harmony,Harmonious,Proportionate,Match,Congruence,"[ 4.91299015e-03 -2.01229230e-02  5.18343672e-02 ... -1.87385809e-02
 -2.44329385e-02  1.34632255e-05]",0
Harmony,Harmonious,Coordinated,Sync,Coordination,"[ 0.03202372 -0.0087785   0.02872137 ... -0.01663294 -0.02064727
  0.01679958]",0
Harmony,Integrated,Unified,Integrate,Integration,"[-0.02432429 -0.03023554  0.02443991 ... -0.01641853 -0.02520592
  0.0096112 ]",0
Harmony,Integrated,Incorporated,Unify,Unity,"[ 0.00459698 -0.04733819  0.02181995 ...  0.00696019 -0.03665751
  0.01340262]",0
Harmony,Integrated,Combined,Merge,Combination,"[ 0.02963961 -0.01416599  0.02374776 ... -0.0142712  -0.03856756
  0.00416713]",0
Harmony,Integrated,Merged,Combine,Merger,"[ 0.00851784 -0.00424037  0.01472073 ... -0.01693181 -0.02927822
  0.00124002]",0
Harmony,Integrated,Consolidated,Consolidate,Consolidation,"[ 0.0087518  -0.03300351  0.04576983 ... -0.01597221 -0.01440505
  0.00975364]",0
Harmony,Coherent,Consistent,Clarify,Coherence,"[ 0.03168241 -0.01368512 -0.019255   ...  0.00479503 -0.00330524
  0.00421484]",0
Harmony,Coherent,Logical,Explain,Consistency,"[ 0.03559091  0.01400286 -0.00648294 ... -0.00680926 -0.00133611
  0.00336656]",0
Harmony,Coherent,Clear,Elucidate,Clarity,"[ 0.01358763 -0.00346376 -0.02276651 ...  0.01197591 -0.00625176
  0.01595824]",0
Harmony,Coherent,Lucid,Rationalize,Lucidity,"[ 0.01524795 -0.00364846 -0.02420194 ...  0.00238022 -0.00768939
  0.02158552]",0
Harmony,Coherent,Understandable,Simplify,Rationality,"[ 0.01439364 -0.02416653 -0.0264461  ...  0.01326156 -0.00488645
  0.00438586]",0
Harmony,Unified,Integrated,Unite,Unity,"[-0.01071444 -0.04188786  0.03718987 ...  0.00655824 -0.01729162
  0.00994912]",0
Harmony,Unified,Merged,Merge,Integration,"[-0.00464042 -0.0013183   0.04129749 ... -0.01980503 -0.03135057
 -0.00995432]",0
Harmony,Unified,Coordinated,Coordinate,Coordination,"[-0.02203874 -0.00254293  0.0606826  ... -0.02587849 -0.00717962
  0.01670655]",0
Harmony,Unified,Converged,Harmonize,Convergence,"[ 0.01110457 -0.0295571   0.0282498  ... -0.01410987 -0.01924893
 -0.02410249]",0
Harmony,Unified,Amalgamated,Consolidate,Amalgamation,"[ 0.00119669 -0.02500621  0.04761903 ... -0.00966679 -0.02279932
  0.00908398]",0
Harmony,Tranquil,Peaceful,Calm,Tranquility,"[ 1.86636411e-02 -1.77245885e-02 -1.28239160e-02 ... -4.91534546e-03
  9.80661862e-05 -1.71083380e-02]",4
Harmony,Tranquil,Calm,Soothe,Calmness,"[ 0.02511433 -0.0271565  -0.02449154 ... -0.00689051 -0.00559424
  0.00038653]",4
Harmony,Tranquil,Serene,Quiet,Serenity,"[ 0.01741595 -0.03023518 -0.03701648 ... -0.01605059 -0.01399496
 -0.00954995]",4
Harmony,Tranquil,Relaxing,Pacify,Relaxation,"[ 0.00568865 -0.00991776 -0.02675587 ... -0.01455269  0.00205938
  0.0015699 ]",4
Harmony,Tranquil,Soothing,Tranquilize,Peacefulness,"[ 0.02402351 -0.02272647 -0.02536285 ... -0.00492383 -0.00520227
  0.01447896]",4
Self-concept,Self-esteem,Confident,Uphold,Confidence,"[ 0.03987463 -0.06704584  0.01976088 ... -0.01100013 -0.01796937
 -0.00282638]",0
Self-concept,Self-esteem,Self-assured,Boost,Self-worth,"[ 0.03861752 -0.04770713  0.01468423 ... -0.00066569 -0.01651809
  0.01918916]",3
Self-concept,Self-esteem,Self-respecting,Maintain,Pride,"[ 0.05468276 -0.04603285  0.01843224 ...  0.02030138 -0.00302201
  0.00655907]",0
Self-concept,Self-esteem,Proud,Affirm,Esteem,"[ 0.05946129 -0.05577784  0.00556134 ...  0.00943882 -0.00027831
  0.00526206]",0
Self-concept,Self-esteem,Valued,Value,Value,"[ 0.03023891 -0.04655233 -0.00533831 ... -0.0050461   0.01969425
  0.03265199]",0
Self-concept,Self-identity,Individualistic,Define,Identity,"[ 0.04273357 -0.04335326 -0.01483529 ... -0.00163752 -0.01380661
  0.02724141]",3
Self-concept,Self-identity,Personal,Differentiate,Individuality,"[ 0.04515543 -0.05685667 -0.00851819 ...  0.01616008 -0.02319628
  0.02402104]",3
Self-concept,Self-identity,Unique,Personalize,Uniqueness,"[ 0.07253592 -0.07292175 -0.00599758 ...  0.00038734 -0.00832978
  0.01438592]",0
Self-concept,Self-identity,Distinctive,Identify,Personality,"[ 0.03217998 -0.04796154 -0.00570604 ... -0.00786508  0.0028241
  0.02365948]",0
Self-concept,Self-identity,Original,Characterize,Selfhood,"[ 0.07191175 -0.04624818  0.00743706 ... -0.01282507  0.00866649
 -0.00273095]",0
Self-concept,Self-efficacy,Capable,Achieve,Capability,"[ 0.06938016 -0.03248543 -0.01953641 ... -0.00052626 -0.0236801
  0.02903236]",3
Self-concept,Self-efficacy,Competent,Manage,Competence,"[ 0.05615495 -0.02948135 -0.01297933 ... -0.00860523 -0.0155206
  0.00662615]",3
Self-concept,Self-efficacy,Effective,Perform,Effectiveness,"[ 0.03642446 -0.04135615  0.01361849 ... -0.01350584 -0.01198502
  0.01335563]",3
Self-concept,Self-efficacy,Potent,Accomplish,Potency,"[ 0.0421897  -0.05652976  0.00573395 ... -0.02115022 -0.02556574
  0.02964906]",3
Self-concept,Self-efficacy,Skilled,Succeed,Skill,"[ 0.05280356 -0.02969035 -0.01177629 ... -0.0212093  -0.02025069
  0.01632304]",3
Self-concept,Self-assured,Confident,Reassure,Assurance,"[ 0.04275374 -0.07697918  0.00329104 ...  0.00223377 -0.02014251
  0.0091525 ]",0
Self-concept,Self-assured,Secure,Secure,Security,"[ 0.04535299 -0.04826713  0.00239249 ...  0.00216085 -0.00421913
 -0.01560335]",0
Self-concept,Self-assured,Certain,Empower,Certainty,"[ 0.03089082 -0.06605621 -0.01624333 ... -0.00533608 -0.02252693
 -0.00666119]",0
Self-concept,Self-assured,Unwavering,Strengthen,Confidence,"[ 0.03397607 -0.05712866  0.02173219 ... -0.00077812 -0.02658997
  0.013714  ]",0
Self-concept,Self-assured,Self-confident,Assert,Self-belief,"[ 0.03568925 -0.05505081 -0.0032976  ...  0.01057025 -0.0148935
  0.00544027]",0
Interpersonal Relationships,Trust,Reliable,Rely on,Reliability,"[ 0.00398954 -0.02012415 -0.00965378 ... -0.04240743 -0.00419715
  0.02138364]",0
Interpersonal Relationships,Trust,Trustworthy,Depend,Trustworthiness,"[-0.00972573 -0.01205266 -0.0017452  ... -0.03831771  0.0159123
  0.01663685]",0
Interpersonal Relationships,Trust,Dependable,Trust,Dependability,"[-0.00602702 -0.01878852  0.00962554 ... -0.04187622  0.00236897
  0.01889736]",0
Interpersonal Relationships,Trust,Loyal,Count on,Loyalty,"[ 0.00230811 -0.01576437  0.00827287 ... -0.01554504  0.00214875
  0.0208638 ]",0
Interpersonal Relationships,Trust,Steadfast,Confide,Commitment,"[ 0.00286804 -0.02511152  0.01351352 ... -0.04091109 -0.0141497
  0.01033264]",0
Interpersonal Relationships,Empathy,Understanding,Understand,Understanding,"[-0.0103586  -0.03372744  0.00129721 ... -0.01596076  0.01767766
  0.02239594]",0
Interpersonal Relationships,Empathy,Compassionate,Sympathize,Compassion,"[ 0.01963247 -0.05536079  0.01697304 ... -0.02971326  0.01826795
 -0.00608816]",0
Interpersonal Relationships,Empathy,Caring,Relate,Caring,"[ 0.0268121  -0.02439461  0.01164141 ... -0.05111622  0.01857714
  0.00101967]",0
Interpersonal Relationships,Empathy,Sensitive,Perceive,Sensitivity,"[ 0.02481485 -0.03874388  0.00311526 ... -0.04697528  0.03129004
  0.00929049]",0
Interpersonal Relationships,Empathy,Receptive,Commiserate,Receptiveness,"[ 0.02384401 -0.03387494  0.01812967 ... -0.03266903  0.02366586
  0.02663951]",0
Interpersonal Relationships,Intimacy,Close,Bond,Closeness,"[-0.00895583 -0.00326368  0.00997091 ... -0.04633392  0.00299706
  0.00211047]",3
Interpersonal Relationships,Intimacy,Connected,Connect,Connection,"[-0.02207821 -0.04572427 -0.00077591 ... -0.05860916  0.00901515
  0.00126052]",3
Interpersonal Relationships,Intimacy,Bonded,Share,Bonding,"[-0.00717253 -0.02067377  0.00864923 ... -0.04070061  0.00090184
  0.00219571]",3
Interpersonal Relationships,Intimacy,Personal,Unite,Intimacy,"[-0.02680059 -0.01855948  0.0206503  ... -0.02813112 -0.0023963
  0.01699815]",3
Interpersonal Relationships,Intimacy,Confidential,Confide,Confidence,"[ 0.00750415 -0.05521924  0.01716044 ... -0.05210431 -0.01361367
  0.00993238]",3
Interpersonal Relationships,Connection,Linked,Link,Linkage,"[-0.02154737 -0.0438981  -0.00601447 ... -0.04607866 -0.00275618
  0.03867623]",3
Interpersonal Relationships,Connection,Connected,Connect,Connection,"[-0.0178708  -0.05305259 -0.00147129 ... -0.04610523  0.02504783
  0.02342582]",3
Interpersonal Relationships,Connection,Unified,Join,Unity,"[-0.00867241 -0.04218146  0.01906474 ... -0.01953115  0.00697437
  0.0275914 ]",3
Interpersonal Relationships,Connection,Joined,Associate,Association,"[-0.01955262 -0.04367005  0.03009734 ... -0.04093116  0.01825925
  0.03070598]",3
Interpersonal Relationships,Connection,Associated,Unite,Partnership,"[-0.02412212 -0.04284888  0.0403653  ... -0.0178418   0.00872821
  0.04704527]",3
Interpersonal Relationships,Companionship,Friendly,Accompany,Friendship,"[ 0.02486265 -0.0743183   0.03090304 ... -0.03969396  0.01655713
  0.0352176 ]",3
Interpersonal Relationships,Companionship,Companionable,Associate,Companionship,"[ 0.02637185 -0.06632211  0.031178   ... -0.03963352  0.01622248
  0.03192164]",3
Interpersonal Relationships,Companionship,Sociable,Socialize,Sociability,"[ 0.02212265 -0.06511083 -0.0112298  ... -0.01898634  0.02240777
  0.04383058]",3
Interpersonal Relationships,Companionship,Supportive,Support,Support,"[ 0.0191764  -0.06321657  0.04996838 ... -0.04089539  0.00305779
  0.0301095 ]",3
Interpersonal Relationships,Companionship,Affable,Befriend,Affability,"[ 0.02006017 -0.05894255  0.02449284 ... -0.02570417  0.0197407
  0.03370428]",3
Emotional,Happiness,Joyful,Enjoy,Joy,"[ 0.03972874 -0.03395574  0.0041395  ... -0.02710686  0.02576858
  0.002301  ]",0
Emotional,Happiness,Cheerful,Cherish,Cheerfulness,"[ 0.05674783 -0.05412458 -0.00846533 ... -0.01331031  0.01494984
  0.01769354]",0
Emotional,Happiness,Content,Savor,Contentment,"[ 0.05591623 -0.03253746 -0.01359075 ...  0.00115321  0.02067401
 -0.00193484]",0
Emotional,Happiness,Pleased,Delight in,Pleasure,"[ 0.02367714 -0.03445708 -0.008826   ... -0.00065673  0.03903038
 -0.01041697]",0
Emotional,Happiness,Satisfied,Appreciate,Satisfaction,"[ 0.03479254 -0.02065123 -0.0080827  ...  0.00064706  0.00665695
  0.00070134]",0
Emotional,Sadness,Unhappy,Mourn,Unhappiness,"[ 0.01121483  0.00682412 -0.00438079 ...  0.01635938  0.00369971
  0.0108247 ]",0
Emotional,Sadness,Sorrowful,Grieve,Sorrow,"[ 0.00355192  0.00045295 -0.00590281 ...  0.0295345   0.0248259
  0.0162003 ]",0
Emotional,Sadness,Melancholic,Lament,Melancholy,"[-0.00133697 -0.0133258  -0.01698346 ...  0.0347512   0.0186737
  0.00765338]",0
Emotional,Sadness,Mournful,Sulk,Mourning,"[ 0.01213094  0.01490373 -0.00358729 ...  0.01501464 -0.01716355
  0.00840154]",0
Emotional,Sadness,Despondent,Brood,Despondency,"[ 0.01427676 -0.02744265  0.00435091 ...  0.03244843  0.02513862
  0.01466077]",0
Emotional,Anger,Irritated,Rage,Irritation,"[-0.00195742 -0.00423525 -0.04876062 ...  0.01825208  0.00593303
 -0.01458399]",0
Emotional,Anger,Enraged,Fume,Fury,"[ 0.00361617  0.01090028 -0.04510972 ... -0.01297829 -0.02039551
  0.01332586]",0
Emotional,Anger,Furious,Seethe,Rage,"[ 0.00570082  0.02014164 -0.03789081 ...  0.01030259 -0.01256049
 -0.0159249 ]",0
Emotional,Anger,Incensed,Explode,Wrath,"[ 0.00300209  0.03292108 -0.02259435 ...  0.01318621 -0.00609677
 -0.00825249]",0
Emotional,Anger,Annoyed,React,Annoyance,"[ 0.00392771 -0.00041716 -0.07562897 ... -0.00980323  0.01055238
  0.00123075]",0
Emotional,Calmness,Peaceful,Soothe,Peace,"[ 0.04457292 -0.0362859  -0.03861914 ...  0.01519288  0.02138803
  0.01043924]",4
Emotional,Calmness,Tranquil,Calm,Tranquility,"[ 0.03929422  0.00038028 -0.05017152 ... -0.00591453  0.02682613
 -0.00333457]",4
Emotional,Calmness,Serene,Quiet,Serenity,"[ 0.0449933  -0.02933989 -0.05638504 ...  0.0004435   0.01300353
 -0.00315356]",4
Emotional,Calmness,Steady,Pacify,Steadiness,"[ 0.02970939  0.00125177 -0.0399522  ... -0.01810783  0.02040724
  0.02850742]",0
Emotional,Calmness,Placid,Stabilize,Calm,"[ 0.04293764  0.0013004  -0.03947667 ... -0.00661775  0.01877846
  0.02321282]",4
Emotional,Surprise,Astounded,Surprise,Surprise,"[-0.01722482 -0.04633781 -0.08677492 ... -0.02315444  0.0103696
  0.00346377]",0
Emotional,Surprise,Amazed,Astonish,Astonishment,"[-0.01385918 -0.04804514 -0.10076436 ... -0.0206393   0.01077483
  0.00541119]",0
Emotional,Surprise,Startled,Amaze,Amazement,"[-0.00634253 -0.02841342 -0.0847146  ... -0.02455395  0.00171791
 -0.01535487]",0
Emotional,Surprise,Shocked,Startle,Startlement,"[-0.00295849 -0.03502292 -0.10723832 ... -0.01873712 -0.00299195
 -0.00592403]",0
Emotional,Surprise,Stunned,Shock,Shock,"[-0.00762723 -0.03512445 -0.10926317 ... -0.0221197   0.00581295
  0.0078014 ]",0
Cognitive,Intelligence,Smart,Analyze,Intelligence,"[ 0.03575103  0.00776734 -0.04120412 ... -0.02194538  0.01336673
  0.03644264]",2
Cognitive,Intelligence,Insightful,Comprehend,Insight,"[ 0.04170664 -0.04277604 -0.03745645 ...  0.00917217 -0.01185253
  0.041926  ]",2
Cognitive,Intelligence,Clever,Think,Cleverness,"[ 0.06672457 -0.02910209 -0.03031929 ... -0.01356899 -0.0079602
  0.01421908]",2
Cognitive,Intelligence,Astute,Reason,Astuteness,"[ 0.00403927 -0.02445238 -0.01816587 ... -0.01459628  0.01038359
  0.00470044]",2
Cognitive,Intelligence,Knowledgeable,Understand,Knowledge,"[ 0.0516857  -0.01442392 -0.05418985 ...  0.00020914  0.00370928
  0.03423176]",2
Cognitive,Creativity,Innovative,Create,Creativity,"[ 0.07157932  0.00358676 -0.00789478 ... -0.03591962  0.00357052
  0.03833678]",2
Cognitive,Creativity,Artistic,Design,Artistry,"[ 0.05894284 -0.00107028  0.01972916 ... -0.01410253 -0.00266401
  0.03534268]",2
Cognitive,Creativity,Original,Innovate,Originality,"[ 0.06817649 -0.01253038  0.01749339 ... -0.0342848   0.01124575
  0.01879908]",2
Cognitive,Creativity,Imaginative,Imagine,Imagination,"[ 0.05987022 -0.01817787 -0.00756716 ... -0.03424332 -0.00922791
  0.03899625]",2
Cognitive,Creativity,Inventive,Invent,Invention,"[ 0.0678466   0.00305077 -0.00204795 ... -0.03400789  0.00728942
  0.02890389]",2
Cognitive,Memory,Recall,Remember,Memory,"[ 0.03323137 -0.01821885 -0.03370363 ...  0.00415703  0.03193891
  0.00208783]",0
Cognitive,Memory,Retentive,Recall,Recollection,"[ 0.04525467  0.0220966  -0.01299001 ...  0.00311644  0.04553946
 -0.01127483]",0
Cognitive,Memory,Memorable,Retain,Retention,"[ 0.03033145 -0.00555815 -0.05227669 ... -0.00389593  0.0514668
  0.00829478]",0
Cognitive,Memory,Persistent,Memorize,Remembrance,"[ 0.04873984 -0.02404619 -0.02280309 ... -0.01461936  0.03299392
  0.00349945]",0
Cognitive,Memory,Lasting,Record,Recall,"[ 0.05815209  0.00144197 -0.00288718 ...  0.00361181  0.02628775
  0.00644549]",0
Cognitive,Analytical,Logical,Analyze,Analysis,"[ 0.0151103   0.03011031 -0.03722429 ...  0.00284525  0.02221049
  0.04938422]",0
Cognitive,Analytical,Reasoning,Evaluate,Evaluation,"[ 0.00350251  0.00323295 -0.02593405 ... -0.00516919  0.01530673
  0.02222718]",0
Cognitive,Analytical,Systematic,Deduce,Deduction,"[ 0.0038908   0.01410994 -0.04806362 ...  0.01331064  0.02368831
  0.02766499]",0
Cognitive,Analytical,Methodical,Reason,Reasoning,"[ 0.02169201  0.01945222 -0.00976005 ... -0.01975086  0.00031688
  0.02317162]",0
Cognitive,Analytical,Rational,Assess,Assessment,"[ 0.00013644  0.01769863 -0.00197058 ...  0.01623352  0.01228502
  0.02541981]",0
Cognitive,Problem-solving,Solution-oriented,Solve,Problem-solving,"[ 0.02667937  0.00247196 -0.02675321 ...  0.0077097  -0.0022443
  0.02048946]",2
Cognitive,Problem-solving,Resolutive,Resolve,Resolution,"[ 0.04069124  0.02132512 -0.00731827 ...  0.01991184 -0.00120164
  0.03884419]",0
Cognitive,Problem-solving,Analytical,Address,Solution,"[ 0.03113273  0.01544358 -0.01777649 ...  0.00867678  0.02015032
  0.03148744]",0
Cognitive,Problem-solving,Resourceful,Tackle,Resourcefulness,"[ 0.02915129  0.03176743  0.01941982 ... -0.01849986  0.00168091
  0.04665931]",2
Cognitive,Problem-solving,Practical,Manage,Practicality,"[ 0.03911521  0.03891269 -0.00155235 ... -0.00955458 -0.000297
  0.03298176]",2
Motivational,Motivation,Driven,Motivate,Motivation,"[ 0.00543712  0.0095633  -0.04837363 ... -0.0057583  -0.04425728
  0.00176977]",0
Motivational,Motivation,Energetic,Drive,Drive,"[ 0.02996006  0.01610666 -0.05691577 ...  0.01190613 -0.02549526
  0.00145871]",0
Motivational,Motivation,Dynamic,Inspire,Inspiration,"[ 0.0098395  -0.02874556 -0.06529029 ...  0.01584905 -0.06551313
 -0.00614882]",0
Motivational,Motivation,Persistent,Energize,Energy,"[ 0.03067141 -0.00212609 -0.04801763 ... -0.01856427 -0.01975297
  0.0189018 ]",0
Motivational,Motivation,Proactive,Activate,Activation,"[ 0.01804581  0.01143333 -0.04291276 ...  0.01044038 -0.04308544
  0.01629015]",0
Motivational,Ambition,Aspirational,Aspire,Ambition,"[ 0.02263078 -0.04166846 -0.03025165 ...  0.02344213 -0.03343908
  0.00408209]",0
Motivational,Ambition,Goal-driven,Strive,Aspiration,"[ 0.0234699   0.00942437 -0.01547389 ...  0.01329634 -0.03352442
 -0.0055664 ]",0
Motivational,Ambition,Determined,Seek,Determination,"[ 0.03474659 -0.00890564 -0.02188451 ...  0.00624855 -0.04601734
  0.00212239]",0
Motivational,Ambition,Eager,Pursue,Eagerness,"[ 0.03931623 -0.02122674 -0.02931448 ...  0.01272165 -0.04006457
 -0.01335486]",0
Motivational,Ambition,Zealous,Chase,Zeal,"[ 0.06334331  0.00896576 -0.02795252 ...  0.0107294  -0.04046769
 -0.02413008]",0
Motivational,Drive,Compelling,Push,Drive,"[ 0.02007883  0.00299569 -0.04476641 ...  0.00156698 -0.0511265
  0.00295921]",0
Motivational,Drive,Forceful,Compel,Compulsion,"[ 0.01650658  0.02133563 -0.03857388 ... -0.00159597 -0.05818276
  0.0023066 ]",0
Motivational,Drive,Dynamic,Drive,Forcefulness,"[ 0.0090129   0.03079802 -0.04303543 ...  0.0113723  -0.03825372
 -0.00062033]",0
Motivational,Drive,Vigorous,Propel,Vigor,"[ 0.04221814  0.02786998 -0.05925564 ...  0.01998225 -0.04089601
 -0.00957045]",0
Motivational,Drive,Strong,Stimulate,Strength,"[ 0.0233779   0.01353102 -0.04232283 ...  0.01317159 -0.05199747
  0.01903479]",0
Motivational,Dedication,Committed,Dedicate,Dedication,"[ 0.03714199 -0.00039033 -0.03949384 ...  0.00559281 -0.01839891
 -0.00217438]",0
Motivational,Dedication,Devoted,Commit,Commitment,"[ 0.04137471  0.00503849 -0.01950522 ...  0.00884438 -0.0177176
 -0.01205921]",0
Motivational,Dedication,Loyal,Devote,Devotion,"[ 0.04836243  0.00591815 -0.02688416 ...  0.02691323 -0.02044649
 -0.01543296]",0
Motivational,Dedication,Faithful,Pledge,Faithfulness,"[ 0.01629466  0.02252799  0.00144833 ...  0.01485733 -0.03200265
 -0.0024695 ]",0
Motivational,Dedication,Steadfast,Adhere,Steadfastness,"[ 2.09116042e-02  4.09502463e-05  4.90866601e-03 ... -1.68113236e-03
 -2.57996749e-02  1.41836423e-02]",0
Motivational,Enthusiasm,Excited,Enthuse,Enthusiasm,"[ 0.03952686 -0.0226473  -0.06647947 ...  0.00485543 -0.02769067
 -0.00456841]",0
Motivational,Enthusiasm,Passionate,Excite,Excitement,"[ 0.03365022 -0.01100799 -0.05644552 ...  0.00990162 -0.03710152
  0.00062842]",0
Motivational,Enthusiasm,Vibrant,Energize,Passion,"[ 0.02449974  0.00497848 -0.03559265 ...  0.00701896 -0.03623774
 -0.00204749]",0
Motivational,Enthusiasm,Energetic,Animate,Energy,"[ 0.05292168  0.02720519 -0.04830964 ...  0.00613357 -0.02351264
  0.01027492]",0
Motivational,Enthusiasm,Zealous,Inspire,Zest,"[ 0.06268795  0.00476619 -0.06410751 ...  0.01966096 -0.02836289
 -0.00701619]",0
Moral,Ethics,Principled,Adhere,Ethics,"[ 0.01773973  0.01356491  0.00805051 ... -0.00252798 -0.00824559
 -0.00253123]",0
Moral,Ethics,Righteous,Conform,Principles,"[ 0.03627396  0.01172402  0.04957897 ... -0.02203814 -0.01504343
 -0.03137355]",0
Moral,Ethics,Moralistic,Uphold,Morality,"[ 0.0511706  -0.00047834 -0.00914132 ... -0.02503955 -0.02219385
  0.00351814]",0
Moral,Ethics,Upright,Practice,Uprightness,"[ 0.00600359  0.00055446  0.02474874 ... -0.01115529 -0.01612707
 -0.01960805]",0
Moral,Ethics,Honorable,Maintain,Honor,"[ 0.06481835 -0.00140446 -0.02340344 ... -0.02194072  0.00647466
  0.0098805 ]",0
Moral,Morality,Virtuous,Behave,Morality,"[ 0.02905229 -0.00750273 -0.0087077  ...  0.00275278 -0.00956648
 -0.00438713]",0
Moral,Morality,Good,Act,Virtue,"[ 0.03048017  0.00807014 -0.01927198 ...  0.00189867 -0.01090389
  0.0107454 ]",0
Moral,Morality,Decent,Operate,Decency,"[ 0.05752118  0.0357821  -0.03112153 ... -0.0151775  -0.01726249
 -0.0046529 ]",0
Moral,Morality,Proper,Function,Ethics,"[ 0.06218062  0.03527603  0.01111359 ... -0.01188895 -0.01487695
  0.00414474]",0
Moral,Morality,Ethical,React,Conduct,"[ 0.0584622   0.01919456 -0.01586679 ... -0.00665886 -0.01693168
  0.01119461]",0
Moral,Right vs. Wrong,Just,Judge,Judgment,"[ 5.57306670e-02 -2.84094783e-03 -1.63117237e-02 ... -5.94131416e-03
 -2.57787142e-05  4.01782151e-03]",0
Moral,Right vs. Wrong,Fair,Decide,Decision,"[ 0.05507826 -0.0166994  -0.00269809 ...  0.00592734 -0.00916167
  0.01858045]",0
Moral,Right vs. Wrong,Correct,Determine,Determination,"[ 0.05281808 -0.01718369 -0.00452359 ...  0.01319792 -0.01299335
  0.01582431]",0
Moral,Right vs. Wrong,Proper,Assess,Assessment,"[ 0.04174703  0.00872524  0.03942775 ...  0.00460014 -0.01161736
  0.02066394]",0
Moral,Right vs. Wrong,Righteous,Evaluate,Evaluation,"[ 0.03136355 -0.00579961  0.00182458 ...  0.0013002  -0.00499567
 -0.00808571]",0
Moral,Conscientious,Diligent,Manage,Conscientiousness,"[ 0.07577535  0.02464239  0.00585607 ... -0.03914779  0.00137213
 -0.0012925 ]",0
Moral,Conscientious,Careful,Handle,Diligence,"[ 0.10225443  0.01598512 -0.01315959 ... -0.03124616  0.00312265
  0.00485614]",0
Moral,Conscientious,Meticulous,Administrate,Carefulness,"[ 0.09180972  0.01116688  0.0075709  ... -0.03312945  0.00088353
 -0.00553318]",0
Moral,Conscientious,Thorough,Organize,Meticulousness,"[ 0.0719358   0.00947075 -0.0355789  ... -0.02761928 -0.00187956
 -0.01660747]",0
Moral,Conscientious,Precise,Coordinate,Precision,"[ 0.06466389  0.02624252  0.01412006 ... -0.03666542 -0.00682241
  0.00088804]",0
Moral,Upright,Honorable,Maintain,Uprightness,"[ 0.05231606 -0.00390638  0.00332814 ... -0.01173796 -0.01791584
 -0.00852095]",0
Moral,Upright,Respectable,Preserve,Honor,"[ 0.05692731 -0.01060792 -0.02857473 ...  0.00110904 -0.00810867
 -0.01364173]",0
Moral,Upright,Noble,Uphold,Respectability,"[ 0.03877264 -0.00749399 -0.0071438  ... -0.00726287 -0.01171724
 -0.01233356]",0
Moral,Upright,Dignified,Protect,Nobility,"[ 0.03934871 -0.01073536 -0.01066407 ... -0.00901029 -0.00577043
 -0.01401442]",0
Moral,Upright,Decorous,Defend,Dignity,"[ 0.05934644  0.00475669 -0.01026163 ...  0.01039703 -0.00456429
 -0.015706  ]",0
Work-related,Job Satisfaction,Contented,Enjoy,Satisfaction,"[ 0.01775413 -0.00722025  0.00129832 ...  0.00572157  0.00593002
 -0.00815109]",3
Work-related,Job Satisfaction,Pleased,Appreciate,Pleasure,"[ 0.00278494 -0.01599889 -0.01123404 ...  0.00151576  0.00772385
 -0.01031298]",3
Work-related,Job Satisfaction,Satisfied,Value,Contentment,"[ 0.0033982   0.00481266 -0.00071945 ...  0.00634586  0.01132966
  0.00294592]",3
Work-related,Job Satisfaction,Fulfilled,Cherish,Fulfillment,"[ 0.00915643  0.00489746 -0.00055323 ... -0.00742237 -0.00526749
 -0.01623779]",3
Work-related,Job Satisfaction,Gratified,Savor,Gratification,"[-0.00865343  0.01185144 -0.0029104  ...  0.01302356  0.01580192
 -0.00816867]",3
Work-related,Work-life Balance,Harmonious,Balance,Equilibrium,"[ 0.04493175  0.02739775  0.04074036 ...  0.0026301  -0.00451274
  0.00078807]",4
Work-related,Work-life Balance,Integrated,Harmonize,Harmony,"[ 0.03186632  0.03308622  0.04858795 ...  0.00538544  0.00329337
 -0.00919392]",4
Work-related,Work-life Balance,Balanced,Sync,Alignment,"[ 0.03723125  0.03776738  0.07481992 ...  0.01309795 -0.00588254
  0.01633707]",4
Work-related,Work-life Balance,Aligned,Align,Coordination,"[ 0.02284629  0.0358741   0.08130291 ...  0.00754704 -0.00344196
  0.0048433 ]",4
Work-related,Work-life Balance,Coordinated,Arrange,Synthesis,"[ 0.0350806   0.0417498   0.04599655 ...  0.02247491 -0.00276637
 -0.0058991 ]",4
Work-related,Career Success,Achievement,Succeed,Success,"[ 0.03705151 -0.02911191  0.0368034  ... -0.02057958 -0.00655431
  0.03277846]",3
Work-related,Career Success,Prosperity,Advance,Advancement,"[ 0.02493187 -0.01338748  0.06360842 ... -0.01227305 -0.01518772
  0.01410901]",3
Work-related,Career Success,Advancement,Progress,Achievement,"[ 0.02431184 -0.01587768  0.06241003 ... -0.00820026 -0.01243798
  0.01510719]",3
Work-related,Career Success,Progress,Achieve,Progression,"[ 0.02010811  0.00047251  0.05542237 ... -0.00783173 -0.02599621
  0.01181906]",3
Work-related,Career Success,Triumph,Triumph,Triumph,"[ 0.03029044 -0.0142439   0.05916342 ...  0.00499577 -0.01061552
  0.01452123]",3
Work-related,Satisfying,Gratifying,Please,Satisfaction,"[ 0.00371752  0.00177011 -0.00125963 ...  0.01217351 -0.01154223
  0.00325965]",3
