Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Being So Restless That It’s Hard to Sit Still,On-the-move,Constantly active,Roam,Activity,"[ 0.04971817  0.01680355 -0.0251276  ... -0.02793997 -0.01724166
  0.0240394 ]",3
Being So Restless That It’s Hard to Sit Still,On-the-move,Non-stop motion,Wander,Roaming,"[ 0.02743454  0.00455357 -0.01469304 ... -0.02795778 -0.03142245
  0.01515971]",3
Being So Restless That It’s Hard to Sit Still,On-the-move,Always shifting,Hover,Hovering,"[ 0.02843574  0.00396064 -0.00180882 ... -0.0336492  -0.02003066
  0.00970483]",3
Being So Restless That It’s Hard to Sit Still,On-the-move,Perpetually pacing,Fiddle,Fiddling,"[ 0.04422707 -0.0016123  -0.00022057 ... -0.03731928 -0.02409129
  0.01566435]",3
Being So Restless That It’s Hard to Sit Still,On-the-move,Mobile,Rove,Roving,"[ 0.0455899   0.00390147 -0.02142046 ... -0.00220459 -0.02713464
  0.01633947]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Ill-at-ease,Shift constantly,Unsettlement,"[ 0.01881079 -0.01039907  0.00279643 ... -0.02353074 -0.03130071
  0.01141344]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Disquieted,Fail to remain seated,Disquiet,"[ 0.01234661 -0.02618735 -0.00364862 ... -0.02714787 -0.00549628
  0.00396879]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Disturbed,Stand abruptly,Disturbance,"[ 0.02577716 -0.01035955 -0.0185417  ... -0.01413281 -0.01351069
  0.01205684]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Uprooted,Wander around,Rootlessness,"[ 0.00387716 -0.00220545  0.03227946 ... -0.00989599 -0.02787527
  0.00231119]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Shifty,Refuse stillness,Shiftiness,"[ 0.01471062  0.00238105 -0.02795598 ... -0.03142327 -0.02039756
  0.0158422 ]",3
Being So Restless That It’s Hard to Sit Still,Unsettled,Hopping,Twitch about,Hopping motion,"[ 0.02605957 -0.00477132 -0.01129666 ... -0.02560018 -0.03093182
  0.02508512]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Overactive,Exceed normal pacing,Hyper restlessness,"[ 0.03163705  0.00573493 -0.00298926 ... -0.03266869 -0.00659105
  0.01072479]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Excessively fidgety,Rebound repeatedly,Overactivity,"[ 0.03378467 -0.00151557 -0.00058315 ... -0.02197136  0.00462276
  0.04060386]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Extremely jittery,Bounce off seat,Excessive jitter,"[-0.01230844 -0.00667389 -0.01397425 ... -0.03323065 -0.02211106
  0.01892183]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Highly agitated,Flick limbs,High agitation,"[ 0.026301    0.00402821 -0.01829996 ... -0.01260372 -0.02465373
  0.02080547]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Intensely uneasy,Cannot remain calm,Intense unease,"[ 0.02092333 -0.00382868 -0.02119559 ... -0.01681217 -0.0055133
  0.0046761 ]",3
Being So Restless That It’s Hard to Sit Still,Hyper-Restless,Maximum restlessness,Propel movement,Boundless movement,"[ 0.05219883  0.00990226  0.01429288 ... -0.023958   -0.01129633
  0.02673178]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Impatient,Shift restlessly,Antsiness,"[ 0.02530523 -0.02124002 -0.00405839 ... -0.01920742 -0.03052997
  0.02634199]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Skittish,Tap foot incessantly,Impatience,"[ 0.02236828 -0.00482783 -0.00323202 ... -0.02300122 -0.02068494
  0.01905546]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Nervous,Jitter physically,Skittishness,"[-0.00122676 -0.0228364  -0.03354382 ... -0.03740422 -0.02132354
  0.03004858]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Jumping,Bounce knee,Nervous tension,"[ 0.0002816  -0.0038233  -0.00196013 ... -0.01954594 -0.0144205
  0.01673387]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Wriggling,Twiddle thumbs,Jerkiness,"[ 0.02121436 -0.00900385 -0.02569528 ... -0.03685558 -0.01291766
  0.03920806]",3
Being So Restless That It’s Hard to Sit Still,Antsy,Jerky,Flick gaze around,Incessant movement,"[ 0.01786135  0.02262438 -0.03408887 ... -0.02614126 -0.02938123
  0.01884442]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,No tranquility,Refuse to settle,Zero stillness,"[ 0.02277793 -0.00304608 -0.01088769 ... -0.00417395  0.01832661
  0.03272322]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,Lack of calm,Prevent stillness,Lack of calm,"[ 0.03855012 -0.00840195 -0.01757126 ... -0.01078857  0.00401889
  0.0274429 ]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,Zero stillness,Disturb seat,Restless spirit,"[ 0.02064309 -0.00900315 -0.01110412 ... -0.01350825 -0.00558026
  0.0209392 ]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,Restless spirit,Shift posture,Unstable posture,"[ 0.02758013 -0.0118821   0.00326775 ... -0.00813023 -0.00688791
  0.02137211]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,Uneasy posture,Relocate often,Unending motion,"[ 0.01965461  0.01401314 -0.00362278 ... -0.0336605  -0.02376803
  0.01782964]",3
Being So Restless That It’s Hard to Sit Still,Cannot Remain Still,Constant motion,Disrupt calm,Incessant disturbance,"[ 0.04114032  0.01028508 -0.00990268 ... -0.01831535 -0.00200427
  0.02845539]",3
Becoming Easily Annoyed or Irritable,Irritable,Grumpy,Snap,Irritability,"[-0.02450985 -0.00030548 -0.05464849 ... -0.02373111 -0.01292437
  0.0125145 ]",4
Becoming Easily Annoyed or Irritable,Irritable,Cranky,Grumble,Grumpiness,"[-0.00866398 -0.00033574 -0.04869168 ... -0.03844935 -0.0152822
  0.03021214]",4
Becoming Easily Annoyed or Irritable,Irritable,Testy,Complain,Crankiness,"[-0.0045965  -0.02819726 -0.04604566 ... -0.0284123  -0.03032079
  0.03139599]",4
Becoming Easily Annoyed or Irritable,Irritable,Touchy,Fuss,Touchiness,"[ 0.0114329  -0.03557197 -0.04345033 ... -0.01482829 -0.01204964
  0.01332954]",4
Becoming Easily Annoyed or Irritable,Irritable,Quick-tempered,Spout off,Quick temper,"[ 0.01129441 -0.03901214 -0.04859691 ... -0.02996585 -0.00275124
  0.00752512]",4
Becoming Easily Annoyed or Irritable,Irritable,Grouchy,Sigh heavily,Grouchiness,"[-0.00328435 -0.00217927 -0.01335705 ... -0.01774991 -0.02833396
  0.02810059]",4
Becoming Easily Annoyed or Irritable,Annoyed,Bothered,Sigh,Annoyance,"[ 0.04493171 -0.03571956 -0.04798533 ... -0.02745684 -0.00648892
  0.02224774]",4
Becoming Easily Annoyed or Irritable,Annoyed,Aggravated,Roll eyes,Aggravation,"[ 0.02941629  0.00625871 -0.02438775 ... -0.03246307 -0.01771448
  0.00278558]",4
Becoming Easily Annoyed or Irritable,Annoyed,Exasperated,Huff,Exasperation,"[ 0.00797295 -0.05916702 -0.05646072 ... -0.03083053 -0.01662248
  0.01000931]",4
Becoming Easily Annoyed or Irritable,Annoyed,Vexed,Complain softly,Vexation,"[ 0.03637361 -0.023469   -0.03690851 ... -0.02484638 -0.00305565
  0.02415101]",4
Becoming Easily Annoyed or Irritable,Annoyed,Displeased,Fidget tensely,Displeasure,"[ 0.02625589 -0.02637657 -0.02799913 ... -0.00750264 -0.00310263
  0.02660453]",4
Becoming Easily Annoyed or Irritable,Annoyed,Put out,Show displeasure,Irritation,"[ 0.03278453 -0.04744788 -0.06879292 ... -0.01845917 -0.00127394
  0.01717223]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Hot-headed,Explode,Short fuse,"[-0.00192974 -0.02785199 -0.05048867 ... -0.03037643 -0.01374568
  0.01894712]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Quick to anger,Erupt,Hot-headedness,"[-0.00514855 -0.04617332 -0.04267382 ... -0.03167178 -0.00332642
  0.00612728]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Reactive,Flare up,Quick anger,"[-0.00371077 -0.01708406 -0.05809963 ... -0.02698866 -0.01940805
  0.01070002]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Impulsive in anger,Blow up,Explosion,"[ 0.00101432 -0.00613821 -0.04476171 ... -0.02984114 -0.01191217
  0.0163101 ]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Combustible,Ignite frustration,Volatility,"[ 0.01185303 -0.01103558 -0.0521734  ... -0.01895911 -0.03080496
  0.01107143]",4
Becoming Easily Annoyed or Irritable,Short-Fused,Volatile,Snap quickly,Combustion,"[ 0.00832486  0.00169334 -0.0621743  ... -0.03013902 -0.01985325
 -0.00545893]",4
Becoming Easily Annoyed or Irritable,Touchy,Easily upset,Take offense,Touchiness,"[ 0.01511555 -0.02095176 -0.05372247 ... -0.01262478 -0.00882147
 -0.00854065]",4
Becoming Easily Annoyed or Irritable,Touchy,Sensitive,React strongly,Sensitivity,"[ 0.02717872 -0.02079656 -0.0289379  ... -0.01348708 -0.0127234
  0.00458206]",4
Becoming Easily Annoyed or Irritable,Touchy,Delicate,Feel slighted,Delicacy,"[ 0.04494867 -0.02838864 -0.04258296 ... -0.04250043 -0.01168418
  0.00428443]",4
Becoming Easily Annoyed or Irritable,Touchy,Thin-skinned,Dart away,Thin skin,"[ 0.01766876 -0.00502728 -0.04722576 ... -0.03740978 -0.01607366
  0.01413774]",4
Becoming Easily Annoyed or Irritable,Touchy,Prickly,Show hurt,Prickliness,"[ 0.042088   -0.0214101  -0.05792524 ... -0.02119315 -0.00883387
 -0.01190505]",4
Becoming Easily Annoyed or Irritable,Touchy,Tender,Cringe emotionally,Emotional reactivity,"[ 0.00485586 -0.0116445  -0.03999425 ... -0.02636233 -0.01079763
  0.00777211]",4
Becoming Easily Annoyed or Irritable,Agitated,Upset,Fret,Agitation,"[ 0.00178221 -0.02370939 -0.04254317 ... -0.0044786  -0.01301091
  0.02742878]",4
Becoming Easily Annoyed or Irritable,Agitated,Distressed,Wring hands,Distress,"[ 0.02830857  0.00435756  0.00123366 ... -0.01127229 -0.00399126
  0.019863  ]",4
Becoming Easily Annoyed or Irritable,Agitated,Perturbed,Seethe,Perturbation,"[ 0.02395087 -0.01207577 -0.05056773 ... -0.03371182 -0.01406093
  0.01077144]",4
Becoming Easily Annoyed or Irritable,Agitated,Uneasy,Ruminate angrily,Uneasiness,"[ 0.01254018 -0.01882663 -0.02648026 ... -0.01952004 -0.01796314
  0.01341021]",4
Becoming Easily Annoyed or Irritable,Agitated,Edgy,Lose calm,Edginess,"[ 0.01803749 -0.02430644 -0.04838492 ... -0.02379353 -0.01907756
  0.02628686]",4
Becoming Easily Annoyed or Irritable,Agitated,Shaken,Fume,Tension,"[ 0.00125613 -0.02113663 -0.0502891  ... -0.01960075 -0.01938134
  0.02161934]",4
Becoming Easily Annoyed or Irritable,Moody,Temperamental,Swing emotions,Moodiness,"[ 0.01458772 -0.02280942 -0.03489713 ... -0.02703625 -0.0197295
  0.01599237]",4
Becoming Easily Annoyed or Irritable,Moody,Mercurial,Shift moods,Temperament swings,"[ 0.0059368  -0.01837074 -0.01225862 ... -0.04501931 -0.0323688
  0.0298662 ]",4
Becoming Easily Annoyed or Irritable,Moody,Changeable,Vacillate feelings,Mercurial nature,"[ 0.00820928 -0.02604598 -0.02297    ... -0.04844339 -0.03083972
  0.03012066]",4
Becoming Easily Annoyed or Irritable,Moody,Unpredictable,Sulky response,Unpredictable emotion,"[-0.00181295 -0.026483   -0.03618389 ... -0.02196684 -0.02678317
  0.01499476]",4
Becoming Easily Annoyed or Irritable,Moody,Sullen,Brood heavily,Sullenness,"[ 0.02360707 -0.00916813 -0.01519888 ... -0.01305151 -0.03101129
  0.02136209]",4
Becoming Easily Annoyed or Irritable,Moody,Variable,Flick from calm,Variability,"[ 0.00313068 -0.00494471 -0.04614092 ... -0.0211979  -0.0271813
  0.01717484]",4
Feeling Afraid as if Something Awful Might Happen,Fearful,Dreadful,Fear,Fear,"[-0.01514633 -0.01363042  0.00321812 ...  0.00282481 -0.00897442
  0.00850309]",1
Feeling Afraid as if Something Awful Might Happen,Fearful,Terrified,Dread,Dread,"[-0.0156683  -0.00540408 -0.00237696 ... -0.00250892 -0.00918597
  0.01038974]",1
Feeling Afraid as if Something Awful Might Happen,Fearful,Alarmed,Terrify,Terror,"[-0.01338255 -0.02104977 -0.02310372 ... -0.0056356  -0.00613633
  0.00238564]",1
Feeling Afraid as if Something Awful Might Happen,Fearful,Panicky,Alarm,Alarm,"[-0.01003133 -0.02928502 -0.01973907 ... -0.00713249 -0.0052651
  0.00036931]",1
Feeling Afraid as if Something Awful Might Happen,Fearful,Frightened,Panic,Panic,"[-0.01671903 -0.01882448 -0.00068521 ... -0.00086741 -0.00749989
  0.01078265]",1
Feeling Afraid as if Something Awful Might Happen,Fearful,Horrified,Quake,Horror,"[-0.02697094 -0.01158573 -0.00975288 ... -0.00381954  0.00566242
 -0.00513398]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Dreading,Anticipate,Anticipation,"[-0.00041083 -0.01507639 -0.02001219 ...  0.02194886 -0.01254797
  0.00155168]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Expecting disaster,Expect,Expectation,"[ 0.014176   -0.02116895 -0.00169986 ...  0.02913956 -0.0040498
 -0.01674235]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Foreseeing doom,Foresee,Foreseeing,"[-0.00477034 -0.03082476  0.00635249 ...  0.02592826 -0.01230263
  0.0033672 ]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Apprehending tragedy,Predict,Prediction,"[ 0.00352127 -0.01860526 -0.01663156 ...  0.00681135  0.00571408
 -0.00321935]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Predicting catastrophe,Apprehend,Apprehension,"[-0.00187814 -0.01807607 -0.01044875 ...  0.00995601 -0.00343567
  0.00231351]",1
Feeling Afraid as if Something Awful Might Happen,Anticipating the Worst,Gloomy foresight,Prepare for worst,Worst-case mindset,"[-0.0172921  -0.01288712  0.00208639 ...  0.02879285 -0.02020144
  0.00670991]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Endangered,Feel threatened,Threat,"[ 0.02503272 -0.0108449  -0.00328579 ... -0.01359367 -0.03194055
 -0.01134764]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Menaced,Sense danger,Danger,"[ 0.01634373  0.01878575 -0.00124406 ... -0.00794928 -0.02340269
 -0.02632803]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Under threat,Perceive risk,Peril,"[-0.0091745  -0.02339207 -0.00836632 ... -0.0219826  -0.01868521
 -0.0145861 ]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Periled,Detect peril,Risk,"[-0.00055608 -0.01241851  0.00558192 ... -0.01745742 -0.02540365
 -0.00616541]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Jeopardized,Recognize menace,Menace,"[ 0.00588074  0.00925439 -0.01317709 ... -0.00484549 -0.02348327
 -0.01549234]",1
Feeling Afraid as if Something Awful Might Happen,Threatened,Exposed,Brace for harm,Jeopardy,"[-0.01723857 -0.0036972  -0.00941868 ... -0.02169971 -0.02173839
 -0.01495643]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Impending disaster,Sense doom,Doom,"[ 0.0057225  -0.00421121  0.03358429 ...  0.01795113 -0.03295212
  0.00198378]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Imminent peril,Expect calamity,Disaster,"[ 0.00592442 -0.0148211   0.04648498 ...  0.02419307 -0.00994768
 -0.00552612]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Approaching ruin,Foresee catastrophe,Calamity,"[ 0.00452349 -0.00878889  0.04216492 ...  0.02074286 -0.00657808
 -0.00497856]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Inevitable calamity,Fear ruin,Ruin,"[ 0.00827119 -0.00487679  0.02991009 ...  0.00641165 -0.01502064
  0.00018725]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Catastrophic outlook,Await disaster,Catastrophe,"[ 0.01342745 -0.01951176  0.03734509 ...  0.03298117 -0.02082653
  0.0020823 ]",1
Feeling Afraid as if Something Awful Might Happen,Doom,Dark future,Anticipate downfall,Dark horizon,"[-0.00650158 -0.02487206  0.02577401 ...  0.02875319 -0.02826121
 -0.00040955]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Nervy,Edge,Edginess,"[-0.00724445 -0.02951794 -0.01299986 ... -0.01652537 -0.04058352
  0.00439047]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Jumpy,Startle easily,Jitters,"[-0.0215767  -0.01740411 -0.01806294 ... -0.02865913 -0.04496519
  0.01574331]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Skittish,Flinch repeatedly,Skittishness,"[-0.00588351 -0.03856147 -0.00650406 ... -0.02042121 -0.04881233
  0.01402113]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Uneasy,Check surroundings,Unease,"[ 2.16701417e-03 -1.53039908e-02 -2.09939368e-02 ... -1.57244299e-02
 -4.50710952e-02 -5.92337674e-05]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Tense,Scan for threats,Tension,"[-0.01545018  0.02141861 -0.00800729 ... -0.00750639 -0.03662892
 -0.01279755]",1
Feeling Afraid as if Something Awful Might Happen,On Edge,Fretful,Brace self,Wary readiness,"[ 3.98467202e-03  5.52075508e-05  1.40518486e-03 ... -1.57449879e-02
 -2.59142015e-02  1.33790886e-02]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Easily panicked,Panic fast,Panic reaction,"[-0.02694038 -0.01091256 -0.01366693 ... -0.01268978 -0.0027101
  0.0044693 ]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Vulnerable to terror,Trigger alarm,Alarm response,"[-0.014582   -0.02305357 -0.01502309 ... -0.00852995 -0.00859482
 -0.01534742]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Susceptible to anxiety,Set off meltdown,Fear meltdown,"[-0.03058526 -0.01868268 -0.00173242 ... -0.00885527 -0.02766882
 -0.02007859]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Quickly alarmed,Freeze in fear,Frozen fear,"[-0.01480632 -0.02816686 -0.03286564 ... -0.0043922   0.0068029
  0.02426842]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Flighty,Seek escape,Flight impulse,"[-0.00609044  0.00064476  0.00797294 ... -0.00490807 -0.03666408
 -0.02040386]",1
Feeling Afraid as if Something Awful Might Happen,Panic-Prone,Reactive,Overreact,Overreaction,"[-0.00983293 -0.00723842 -0.02152894 ... -0.00313101 -0.01773377
  0.00236508]",1
