Factor,Adjective,Synonym,Verb,Noun,Embedding,Cluster
Anxiety Disorders,Panic Disorder,Acute Anxiety,Show,Sweating,"[-0.05307961 -0.01542246  0.01059186 ... -0.0268437   0.0293508
 -0.01180743]",0
Anxiety Disorders,Agoraphobia,Fear of Public Places,Experience,Anxiety,"[-0.02447829 -0.01087596  0.00406004 ... -0.00698115  0.00093239
 -0.00810829]",0
Anxiety Disorders,Agoraphobia,Open Spaces Anxiety,Have,Avoidance,"[ 0.00483121  0.0174041   0.0491287  ... -0.00166267 -0.01549645
 -0.01685533]",0
Anxiety Disorders,Agoraphobia,Crowd Phobia,Show,Panic,"[-0.00909544  0.00072128 -0.00495417 ... -0.0008801   0.01527215
 -0.01326232]",0
Anxiety Disorders,Generalized Anxiety Disorder (GAD),GAD,Experience,Worry,"[-0.01913136  0.01066654  0.00791128 ... -0.00115684  0.00891885
  0.02181821]",0
Anxiety Disorders,Generalized Anxiety Disorder (GAD),Worry Disorder,Have,Tension,"[-0.00556633  0.02413901  0.00992814 ... -0.00070644  0.0162549
  0.01436904]",0
Anxiety Disorders,Generalized Anxiety Disorder (GAD),Chronic Anxiety,Show,Sleep Disturbance,"[-0.01864865  0.0206663   0.00705593 ... -0.00591007  0.02614777
 -0.0013813 ]",0
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Drug-Induced Anxiety,Experience,Anxiety,"[-0.05228072 -0.01511202 -0.06006822 ... -0.00552307 -0.041288
 -0.00730672]",0
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Medication Anxiety,Have,Panic,"[-0.04382407 -0.01325205 -0.03760256 ... -0.00536691 -0.02274385
  0.00349248]",0
Anxiety Disorders,Substance/Medication-Induced Anxiety Disorder,Secondary Anxiety,Show,Tremor,"[-0.05053825  0.00879598 -0.0507855  ...  0.0056497  -0.00446289
 -0.00336571]",0
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Medical Anxiety,Experience,Anxiety,"[-0.03589389 -0.02267724  0.00300779 ... -0.00300045 -0.02106917
  0.00461292]",0
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Secondary Medical Anxiety,Have,Fear,"[-0.0205943  -0.03601416  0.01729416 ...  0.01036614 -0.0130856
  0.01247617]",0
Anxiety Disorders,Anxiety Disorder Due to Another Medical Condition,Illness Anxiety,Show,Somatic Symptoms,"[-0.0171972  -0.02849429  0.00104052 ...  0.01448727 -0.02785398
 -0.01906099]",0
Anxiety Disorders,Other Specified Anxiety Disorder,Atypical Anxiety,Experience,Anxiety,"[-0.03839587  0.00921981  0.00034894 ... -0.00342504 -0.00748833
 -0.01045839]",0
Anxiety Disorders,Other Specified Anxiety Disorder,Subthreshold Anxiety,Have,Worry,"[-0.02316665  0.02126882 -0.00196164 ... -0.0083112  -0.00798399
  0.01871656]",0
Anxiety Disorders,Other Specified Anxiety Disorder,Unspecified Anxiety,Show,Distress,"[-0.02509353  0.00018938  0.00664507 ... -0.01253384 -0.00155703
  0.01049119]",0
Anxiety Disorders,Unspecified Anxiety Disorder,Unspecified Anxiety,Experience,Anxiety,"[-0.0350337  -0.00942524 -0.00029754 ... -0.01754249 -0.00820701
  0.01681156]",0
Anxiety Disorders,Unspecified Anxiety Disorder,Non-specific Anxiety,Have,Worry,"[-0.02272326  0.00339899  0.00085845 ... -0.01715321 -0.01463403
  0.0363319 ]",0
Anxiety Disorders,Unspecified Anxiety Disorder,Anxiety NOS,Show,Distress,"[-0.03617058  0.00965797 -0.00496275 ... -0.003085    0.00804608
  0.00047445]",0
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),OCD,Experience,Obsessions,"[ 0.01047049  0.00031202 -0.01430147 ... -0.0115876  -0.00244722
  0.00922716]",1
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),Obsessions,Perform,Compulsions,"[ 0.00150462 -0.00794813  0.00118376 ... -0.02340953 -0.00201421
  0.01101625]",1
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive Disorder (OCD),Compulsions,Repeat,Anxiety,"[ 0.00543637  0.00763277 -0.00169128 ... -0.04392784  0.00421986
  0.01651541]",1
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,BDD,Preoccupy,Preoccupation,"[ 0.04358938  0.0093187   0.01933013 ... -0.00519556  0.01662578
  0.00564184]",1
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,Body Image Disorder,Obsess,Distress,"[ 0.03370502  0.02506102 -0.00527218 ... -0.0028291   0.00841966
  0.01173869]",1
Obsessive-Compulsive and Related Disorders,Body Dysmorphic Disorder,Dysmorphophobia,Compensate,Appearance Concerns,"[ 0.04982735  0.03651095  0.0105467  ... -0.00729264  0.01615432
 -0.0063478 ]",1
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Compulsive Hoarding,Collect,Clutter,"[ 0.00219027 -0.00620356 -0.00057693 ...  0.00406623  0.00706048
  0.00730531]",1
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Clutter Disorder,Fail to Discard,Difficulty Discarding,"[ 0.01898168  0.00953123  0.00778787 ... -0.00518294  0.00446271
 -0.00193687]",1
Obsessive-Compulsive and Related Disorders,Hoarding Disorder,Hoarding,Acquire,Distress,"[-0.00262758 -0.01658374  0.00731958 ... -0.01118135  0.00918199
  0.01166065]",1
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Hair Pulling Disorder,Pull,Hair Pulling,"[-0.0043666  -0.0102645  -0.00182291 ...  0.00516515  0.00564966
 -0.00266931]",1
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Trichotillomania,Experience Urges,Urges,"[-0.00874909 -0.01269919  0.00585669 ...  0.00241148 -0.01836077
 -0.01617008]",1
Obsessive-Compulsive and Related Disorders,Trichotillomania (Hair-Pulling) Disorder,Hair-Pulling,Compel,Bald Patches,"[ 0.00740222 -0.01042137  0.00608134 ...  0.00626672  0.00106101
 -0.00219981]",1
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Skin-Picking Disorder,Pick,Skin Lesions,"[ 0.00727437 -0.01026629  0.01767376 ... -0.00126303 -0.00993064
 -0.00729751]",1
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Dermatillomania,Scratch,Urges,"[-0.00302899 -0.01664717  0.03083584 ... -0.00141478 -0.00921937
 -0.00881398]",1
Obsessive-Compulsive and Related Disorders,Excoriation (Skin-Picking) Disorder,Skin Excoriation,Compel,Distress,"[ 0.01320164 -0.00991376  0.01509296 ... -0.00783456 -0.00739618
 -0.01137295]",1
Obsessive-Compulsive and Related Disorders,Substance/Medication-Induced Obsessive-Compulsive and Related Disorder,Drug-Induced OCD,Experience,Obsessions,"[-0.02898058  0.00417349 -0.04535422 ... -0.0126774  -0.02544449
  0.01755234]",1
Obsessive-Compulsive and Related Disorders,Substance/Medication-Induced Obsessive-Compulsive and Related Disorder,Medication-Caused Compulsions,Have,Compulsions,"[-0.01226139  0.00310045 -0.02394834 ... -0.01505069 -0.0293865
  0.01271458]",1
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive and Related Disorder Due to Another Medical Condition,Medical Condition-Induced OCD,Experience,Obsessions,"[-0.00065507  0.00109815  0.00400922 ... -0.00114607 -0.01192369
  0.01643975]",1
Obsessive-Compulsive and Related Disorders,Obsessive-Compulsive and Related Disorder Due to Another Medical Condition,Secondary OCD,Have,Compulsions,"[ 0.02120083 -0.00995955  0.02012837 ...  0.00231332 -0.01370665
  0.01668863]",1
Obsessive-Compulsive and Related Disorders,Other Specified Obsessive-Compulsive and Related Disorder,Atypical OCD,Experience,Obsessions,"[-0.00267296  0.00202972 -0.00085233 ...  0.00465957 -0.00162792
  0.0070773 ]",1
Obsessive-Compulsive and Related Disorders,Other Specified Obsessive-Compulsive and Related Disorder,Subthreshold OCD,Have,Compulsions,"[ 0.01335179  0.02083719  0.01378533 ... -0.00873184 -0.01399533
  0.02221911]",1
Obsessive-Compulsive and Related Disorders,Unspecified Obsessive-Compulsive and Related Disorder,Unspecified OCD,Experience,Obsessions,"[ 0.00232691 -0.00903777 -0.00075733 ... -0.01190964 -0.00869176
  0.02431754]",1
Obsessive-Compulsive and Related Disorders,Unspecified Obsessive-Compulsive and Related Disorder,OCD NOS,Have,Compulsions,"[ 0.01450176  0.01017278  0.00600874 ... -0.01452869 -0.00174708
  0.00381732]",1
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),PTSD,Experience,Intrusive Memories,"[-0.02653932 -0.01319487 -0.01139994 ... -0.00429768 -0.00517645
 -0.01228672]",0
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),Trauma Disorder,Re-experience,Avoidance,"[-0.01065316  0.00921172  0.03103605 ... -0.01886262 -0.00309966
 -0.01028154]",0
Trauma- and Stressor-Related Disorders,Posttraumatic Stress Disorder (PTSD),Stress Disorder,Avoid,Hyperarousal,"[-0.03670659  0.01878371 -0.01268066 ... -0.02525095  0.0142147
 -0.00952429]",0
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,ASD,Experience,Intrusive Symptoms,"[-0.03594677 -0.01616527  0.00962133 ... -0.00384374 -0.00119443
  0.01083073]",0
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,Acute Trauma Response,Have,Dissociation,"[-0.03584111  0.01816571  0.00358534 ...  0.0025986  -0.00498883
 -0.00462723]",0
Trauma- and Stressor-Related Disorders,Acute Stress Disorder,Stress Reaction,Show,Avoidance,"[-0.00974958  0.02101975  0.00459368 ... -0.01028626  0.00729622
 -0.00914263]",0
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Adjustment Disorder,Experience,Emotional Symptoms,"[-0.00233325  0.0010246   0.00047375 ... -0.01224921  0.01643688
 -0.0022061 ]",0
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Stress Response Syndrome,Have,Behavioral Symptoms,"[ 0.01771794  0.00522216  0.00479762 ...  0.01818108 -0.01838296
 -0.01056901]",0
Trauma- and Stressor-Related Disorders,Adjustment Disorders,Situational Distress,Show,Distress,"[-0.01333998  0.01670311 -0.00699505 ... -0.01636554 -0.00777019
  0.0150778 ]",0
Trauma- and Stressor-Related Disorders,Other Specified Trauma- and Stressor-Related Disorder,Atypical Trauma Disorder,Experience,Symptoms,"[-0.02724115  0.01538509 -0.01213404 ...  0.01312506  0.0036952
 -0.01780223]",0
Trauma- and Stressor-Related Disorders,Other Specified Trauma- and Stressor-Related Disorder,Subthreshold Stress Disorder,Have,Distress,"[-1.41485846e-02  1.85361244e-02  5.74343321e-05 ...  1.56444765e-03
 -1.93618685e-02  1.29654277e-02]",0
Trauma- and Stressor-Related Disorders,Unspecified Trauma- and Stressor-Related Disorder,Unspecified Trauma Disorder,Experience,Symptoms,"[-0.0165342  -0.00560228 -0.00235847 ... -0.00586319 -0.0106886
  0.00785082]",0
Trauma- and Stressor-Related Disorders,Unspecified Trauma- and Stressor-Related Disorder,Stress Symptoms NOS,Have,Distress,"[-0.01900353  0.00636635 -0.00717549 ...  0.01311479 -0.01015919
 -0.0137666 ]",0
Dissociative Disorders,Dissociative Identity Disorder,DID,Experience,Multiple Identities,"[ 0.01225307  0.01405037  0.0085273  ... -0.02325985  0.00534924
  0.04082609]",2
Dissociative Disorders,Dissociative Identity Disorder,Multiple Personality Disorder,Have,Memory Gaps,"[ 0.00275295  0.02159442  0.00043549 ... -0.00913404  0.02001173
  0.0115215 ]",2
Dissociative Disorders,Dissociative Identity Disorder,Identity Fragmentation,Show,Amnesia,"[ 0.03258391  0.02465431 -0.04006803 ... -0.00605221  0.02741631
  0.00565764]",2
Dissociative Disorders,Dissociative Amnesia,Psychogenic Amnesia,Forget,Memory Loss,"[-0.00741552  0.01213775 -0.03662871 ...  0.00162944  0.00581451
  0.02163009]",2
Dissociative Disorders,Dissociative Amnesia,Selective Amnesia,Have memory gaps,Amnesia,"[ 0.01345297  0.0335826   0.01717745 ... -0.00077425  0.01953172
 -0.00084003]",2
Dissociative Disorders,Dissociative Amnesia,Localized Amnesia,Experience amnesia,Fugue,"[-0.02073157  0.02807881  0.01119427 ... -0.0011456  -0.00754634
  0.01960122]",2
Dissociative Disorders,Depersonalization/Derealization Disorder,Depersonalization,Feel detached,Detachment,"[ 0.01564221  0.03571363 -0.00578151 ...  0.00860385  0.02498427
  0.00465194]",2
Dissociative Disorders,Depersonalization/Derealization Disorder,Derealization,Perceive unreality,Unreality,"[-0.00722779  0.01680296 -0.02250375 ...  0.01755748  0.00438937
  0.03149807]",2
Dissociative Disorders,Depersonalization/Derealization Disorder,Detachment Disorder,Experience disconnection,Distortion,"[ 0.00989759  0.04137231 -0.01273838 ...  0.00907763  0.01698021
  0.00411915]",2
Dissociative Disorders,Other Specified Dissociative Disorder,Atypical Dissociation,Experience,Dissociation,"[-0.02203253  0.04695717 -0.01016178 ...  0.00975426 -0.01561733
  0.00782839]",2
Dissociative Disorders,Other Specified Dissociative Disorder,Subthreshold Dissociation,Have,Symptoms,"[-0.00826676  0.04640523 -0.01866816 ...  0.00871755 -0.017276
  0.01478338]",2
Dissociative Disorders,Other Specified Dissociative Disorder,Unspecified Dissociative Symptoms,Show,Identity Confusion,"[ 0.0023464  -0.00458186 -0.03439591 ...  0.00863259  0.0029061
  0.00990328]",2
Dissociative Disorders,Unspecified Dissociative Disorder,Dissociative Symptoms NOS,Experience,Dissociation,"[-0.00524193  0.04280855 -0.0251837  ...  0.02231483 -0.00883113
 -0.01093289]",2
Dissociative Disorders,Unspecified Dissociative Disorder,Undifferentiated Dissociation,Have,Symptoms,"[-0.00890004  0.02731523 -0.01535226 ...  0.01865369 -0.01557822
  0.01739839]",2
Dissociative Disorders,Unspecified Dissociative Disorder,Dissociation Unspecified,Show,Confusion,"[-0.00541475  0.0121067  -0.01543271 ...  0.00540478 -0.01110889
  0.02873678]",2
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatization Disorder,Experience,Somatic Symptoms,"[ 0.01114859 -0.00569263 -0.01603154 ...  0.03109148 -0.01766335
 -0.00700679]",0
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Somatic Symptoms,Report,Bodily Distress,"[ 3.91239487e-02  3.73535231e-02  8.60901456e-03 ...  2.75039617e-02
 -6.98820082e-03  2.37058612e-05]",0
Somatic Symptom and Related Disorders,Somatic Symptom Disorder,Physical Complaints,Exhibit,Health Anxiety,"[-2.54611801e-02  2.04961877e-02 -7.38745366e-05 ...  1.45456810e-02
 -1.57058425e-02 -9.00060777e-03]",0
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Hypochondriasis,Worry,Health Anxiety,"[-0.05719458  0.01119488 -0.0022523  ... -0.00077964 -0.02859729
 -0.00027154]",0
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Health Anxiety,Preoccupy,Preoccupation with Illness,"[-0.03626006 -0.00980748 -0.0214107  ...  0.00841464 -0.015517
 -0.00208495]",0
Somatic Symptom and Related Disorders,Illness Anxiety Disorder,Illness Phobia,Fear,Fear of Disease,"[-0.03583452 -0.00267383 -0.01771092 ...  0.02332797 -0.00483181
  0.01243776]",0
Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder),Functional Neurological Disorder,Exhibit,Neurological Symptoms,"[ 0.00206222  0.00940386 -0.02099142 ...  0.04852137 -0.02346546
  0.00362269]",4
Somatic Symptom and Related Disorders,Conversion Disorder (Functional Neurological Symptom Disorder),Psychogenic Neurological Symptoms,Demonstrate,Motor Deficits,"[ 0.01395451  0.02142151 -0.00396247 ...  0.04788038 -0.01825408
  0.00484655]",4
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Psychosomatic Factors,Influence,Medical Condition,"[ 0.02659094 -0.00570502  0.04974339 ...  0.01049884 -0.02952511
  0.01383416]",0
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Mind-Body Interaction,Exacerbate,Psychological Factors,"[ 0.0222364  -0.00110634  0.04961937 ...  0.00636974 -0.04592676
  0.00876416]",0
Somatic Symptom and Related Disorders,Psychological Factors Affecting Other Medical Conditions,Stress-Related Physical Illness,Contribute to,Symptom Severity,"[ 0.01060131 -0.00329328  0.02451454 ...  0.01255545 -0.04839012
  0.01468529]",0
Somatic Symptom and Related Disorders,Other Specified Somatic Symptom and Related Disorder,Atypical Somatic Disorder,Experience,Somatic Symptoms,"[ 0.00295763  0.00442105 -0.01202501 ...  0.03054547 -0.01056645
 -0.01164254]",0
Somatic Symptom and Related Disorders,Other Specified Somatic Symptom and Related Disorder,Subthreshold Somatic Symptoms,Report,Distress,"[ 0.00782787  0.02272478  0.0088596  ...  0.0255737  -0.01558917
  0.01057028]",0
Somatic Symptom and Related Disorders,Unspecified Somatic Symptom and Related Disorder,Somatic Symptoms NOS,Experience,Somatic Symptoms,"[-0.00429486  0.01374354 -0.01285834 ...  0.03317859 -0.01362552
 -0.02054974]",0
Somatic Symptom and Related Disorders,Unspecified Somatic Symptom and Related Disorder,Unspecified Somatic Disorder,Report,Distress,"[ 0.01010827  0.0111138   0.00840812 ...  0.01786147 -0.01696178
  0.0168427 ]",0
Feeding and Eating Disorders,Pica,Nonfood Eating,Eat,Non-nutritive Substances,"[ 0.0018659  -0.00099625 -0.00618168 ...  0.01040093 -0.00170289
  0.03499473]",1
Feeding and Eating Disorders,Pica,Unusual Cravings,Consume,Cravings,"[ 0.02113366 -0.01680332 -0.00205724 ...  0.00841494 -0.00877359
  0.00825554]",1
Feeding and Eating Disorders,Pica,Pica Behavior,Ingest,Consumption,"[ 0.02288323 -0.00739209  0.01054861 ...  0.01664461 -0.00016996
  0.02156853]",1
Feeding and Eating Disorders,Rumination Disorder,Regurgitation Disorder,Regurgitate,Regurgitation,"[-0.01181929  0.03725869  0.00475738 ...  0.01818776  0.03176649
 -0.00776223]",1
Feeding and Eating Disorders,Rumination Disorder,Chronic Regurgitation,Re-chew,Re-chewing,"[ 0.01010417  0.0277741   0.00509098 ...  0.00433086  0.01976995
 -0.00907184]",1
Feeding and Eating Disorders,Rumination Disorder,Rumination,Swallow,Repeated Behavior,"[ 0.01661135  0.03706031  0.01992814 ... -0.0009594   0.01413061
  0.01236257]",1
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,ARFID,Avoid,Restricted Intake,"[-0.00959272  0.01016265  0.01623277 ...  0.00818505  0.00944852
 -0.00696965]",1
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Selective Eating,Restrict,Weight Loss,"[ 0.01145075  0.02694449  0.02456084 ...  0.03787505  0.0215714
 -0.00323637]",1
Feeding and Eating Disorders,Avoidant/Restrictive Food Intake Disorder,Eating Avoidance,Refuse,Nutritional Deficiency,"[-0.01522935  0.03844376  0.0119713  ...  0.03452657  0.00726941
  0.00127199]",1
Feeding and Eating Disorders,Anorexia Nervosa,Anorexia,Restrict,Low Body Weight,[0.02881024 0.0309398  0.02773322 ... 0.02310694 0.02256843 0.00972988],1
Feeding and Eating Disorders,Anorexia Nervosa,Self-Starvation,Lose Weight,Intense Fear of Weight Gain,"[-0.00675486  0.00783927 -0.01496367 ...  0.03559779  0.02798873
  0.00502525]",1
Feeding and Eating Disorders,Anorexia Nervosa,Fear of Weight Gain,Fear,Body Image Disturbance,"[ 0.01629274  0.00886603 -0.01718937 ...  0.03201918  0.02442141
 -0.00407023]",1
Feeding and Eating Disorders,Bulimia Nervosa,Bulimia,Binge,Recurrent Binge Eating,"[-0.00337696  0.01795185  0.02481875 ...  0.01870508 -0.00218906
  0.00639927]",1
Feeding and Eating Disorders,Bulimia Nervosa,Binge-Purge Syndrome,Purge,Inappropriate Compensatory Behaviors,"[ 0.00939087  0.0041683   0.00870103 ...  0.00158548 -0.01058832
  0.0087531 ]",1
Feeding and Eating Disorders,Bulimia Nervosa,Purging Disorder,Compensate,Self-Evaluation Influenced by Body Shape,"[ 0.01108116  0.00758251  0.00442051 ...  0.00538956  0.01251586
 -0.02413819]",1
Feeding and Eating Disorders,Binge-Eating Disorder,BED,Binge,Binge Episodes,"[ 0.01525387  0.01110065 -0.01212308 ...  0.00971625  0.01715902
  0.0011542 ]",1
Feeding and Eating Disorders,Binge-Eating Disorder,Compulsive Overeating,Overeat,Distress,"[ 0.02865209  0.00856022  0.01475595 ...  0.02566802  0.01190465
 -0.00765615]",1
Feeding and Eating Disorders,Binge-Eating Disorder,Emotional Eating,Consume,Obesity Risk,"[ 0.02848022 -0.00389823  0.02482526 ...  0.01463171  0.02245191
 -0.00309722]",1
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,OSFED,Restrict,Eating Behaviors,"[-0.00685505 -0.00371643  0.02359869 ...  0.03112349  0.00385761
 -0.00749853]",1
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,Subthreshold Eating Disorder,Binge,Distress,"[-0.00971109  0.03429127  0.00321481 ...  0.01934413 -0.00027766
  0.00054353]",1
Feeding and Eating Disorders,Other Specified Feeding or Eating Disorder,Atypical Eating Disorder,Purge,Body Image Concern,"[-0.00018766  0.01711877 -0.00860638 ...  0.03732562 -0.00466235
 -0.01785722]",1
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,UFED,Restrict,Eating Behaviors,"[-0.01235518 -0.01550401  0.04715249 ...  0.00797216 -0.00124419
  0.00924637]",1
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,Eating Disorder NOS,Binge,Distress,"[-0.01743794  0.01435767  0.01070461 ...  0.01756523  0.00974361
  0.0032187 ]",1
Feeding and Eating Disorders,Unspecified Feeding or Eating Disorder,Unspecified Eating Pathology,Purge,Functional Impairment,"[-0.00222546  0.01693551  0.00544928 ...  0.03221486 -0.01224084
  0.01193366]",1
Elimination Disorders,Enuresis,Bedwetting,Wet,Urine,"[ 0.00518059 -0.01848679  0.02093653 ... -0.0105285  -0.02227518
  0.0055621 ]",1
Elimination Disorders,Enuresis,Urinary Incontinence,Urinate,Incontinence,"[ 0.01273973 -0.02077974  0.02345974 ... -0.0127462  -0.03034748
  0.01020214]",1
Elimination Disorders,Enuresis,Nocturnal Enuresis,Void,Accidents,"[-0.00444938 -0.00510932  0.04143032 ... -0.02421631 -0.01332384
  0.01069797]",1
Elimination Disorders,Encopresis,Soiling,Soil,Feces,"[ 0.04562019 -0.03048778  0.06097555 ...  0.00305853 -0.03494668
  0.00861823]",1
Elimination Disorders,Encopresis,Fecal Incontinence,Defecate,Soiling,"[ 0.04123341 -0.02116248  0.06096323 ...  0.0045777  -0.05015686
  0.00931913]",1
Elimination Disorders,Encopresis,Bowel Incontinence,Leak,Incontinence,"[ 0.03619433  0.00126861  0.0517218  ... -0.0029114  -0.04300127
  0.0070188 ]",1
Sleep-Wake Disorders,Insomnia Disorder,Insomnia,Struggle to sleep,Difficulty Initiating Sleep,"[-0.0167142   0.00891578  0.00954933 ...  0.02173652 -0.01503241
 -0.00450972]",3
Sleep-Wake Disorders,Insomnia Disorder,Sleeplessness,Wake up early,Nonrestorative Sleep,"[-0.00501802  0.02201379 -0.02300804 ...  0.01836432 -0.00908858
 -0.00251925]",3
Sleep-Wake Disorders,Insomnia Disorder,Nonrestorative Sleep,Experience nonrestorative sleep,Daytime Fatigue,"[-0.02409543  0.00400312 -0.00788235 ...  0.00532176 -0.00523031
  0.00574656]",3
Sleep-Wake Disorders,Hypersomnolence Disorder,Hypersomnia,Feel excessively sleepy,Excessive Sleepiness,"[ 0.00685862 -0.00599063 -0.03354997 ...  0.00589926 -0.00277451
 -0.01269392]",3
Sleep-Wake Disorders,Hypersomnolence Disorder,Excessive Sleepiness,Nap unintentionally,Unrefreshing Naps,"[-0.02650254  0.0068249  -0.03076187 ...  0.0017934   0.00172491
 -0.00678131]",3
Sleep-Wake Disorders,Hypersomnolence Disorder,Sleep Inertia,Experience sleep inertia,Sleep Inertia,"[-0.01108339  0.02858242 -0.06214733 ...  0.01587168  0.01044718
 -0.01247634]",3
Sleep-Wake Disorders,Narcolepsy,Narcolepsy,Experience sleep attacks,Irresistible Sleep Episodes,"[-0.01205714 -0.01251325 -0.05232694 ...  0.02603126 -0.00815708
 -0.01361717]",3
Sleep-Wake Disorders,Narcolepsy,Sleep Attacks,Have cataplexy,Cataplexy,"[-0.01954683 -0.00374803 -0.02305314 ...  0.03010072  0.00101127
  0.00220455]",3
Sleep-Wake Disorders,Narcolepsy,Cataplexy,Report hallucinations,Hypnagogic Hallucinations,"[-0.00921905 -0.00029454 -0.02443866 ...  0.03110596 -0.00230628
 -0.0359549 ]",3
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,OSA,Snore,Apneas,"[-3.39630805e-02  8.33492354e-03 -5.58740050e-02 ...  1.28948884e-02
 -2.42383430e-06 -1.84361115e-02]",3
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,Sleep Apnea,Gasp,Hypopneas,"[-0.04348831  0.00852456 -0.05174017 ...  0.00909958  0.00816295
 -0.01758265]",3
Sleep-Wake Disorders,Obstructive Sleep Apnea Hypopnea,Breathing-Related Sleep Disorder,Experience apneas,Snoring,"[-0.03956524  0.01927568 -0.03312822 ...  0.01617506  0.00158567
 -0.01410013]",3
Sleep-Wake Disorders,Central Sleep Apnea,Central Sleep Apnea,Experience central apneas,Central Apneas,"[-0.00914856  0.01816889 -0.02057944 ... -0.0143992  -0.00257564
 -0.01670717]",3
Sleep-Wake Disorders,Central Sleep Apnea,CSA,Report daytime sleepiness,Lack of Respiratory Effort,"[-0.00437295  0.02683899  0.02448135 ...  0.01611054 -0.00674547
  0.01157387]",3
Sleep-Wake Disorders,Sleep-Related Hypoventilation,Hypoventilation,Exhibit hypoventilation,Hypoventilation,"[-0.0624678   0.01015282 -0.04953182 ...  0.01549673  0.01797332
 -0.0402987 ]",3
Sleep-Wake Disorders,Sleep-Related Hypoventilation,Nocturnal Hypoventilation,Have elevated CO2 levels,Hypercapnia,"[-0.02010566  0.00362299 -0.0291526  ...  0.02686376  0.01343188
 -0.03529633]",3
Sleep-Wake Disorders,Circadian Rhythm Sleep-Wake Disorders,CRSWD,Experience misaligned sleep,Phase Delay,"[-0.01221236  0.02685695  0.00063246 ...  0.01102825 -0.00136093
 -0.02139083]",3
Sleep-Wake Disorders,Circadian Rhythm Sleep-Wake Disorders,Circadian Disorders,Have irregular sleep patterns,Phase Advance,"[ 0.00190174  0.01935052 -0.00507806 ...  0.00417137  0.00964629
 -0.00601372]",3
Sleep-Wake Disorders,Parasomnias,Nightmare Disorder,Experience nightmares,Nightmares,"[-0.01692108  0.04132603 -0.0424086  ...  0.0119083  -0.0079016
 -0.02260458]",3
Sleep-Wake Disorders,Parasomnias,REM Behavior Disorder,Act out dreams,Dream Enactment,"[ 0.04035308  0.03234091 -0.03538505 ...  0.01520851 -0.00194825
 -0.00412481]",3
Sleep-Wake Disorders,Parasomnias,NREM Arousals,Have night terrors,Sleepwalking,"[-0.00340023  0.05537761 -0.01339067 ...  0.02281947 -0.0090304
 -0.023572  ]",3
Sleep-Wake Disorders,Restless Legs Syndrome,RLS,Feel urge to move legs,Urge to Move,"[ 0.01912987  0.01441243 -0.02525426 ...  0.01983926 -0.02943966
 -0.01952003]",3
Sleep-Wake Disorders,Restless Legs Syndrome,Willis-Ekbom Disease,Experience unpleasant sensations,Creeping Sensation,"[ 0.01646078  0.01138707 -0.02349218 ...  0.01327701 -0.0306726
 -0.00129552]",3
Sleep-Wake Disorders,Substance/Medication-Induced Sleep Disorder,Drug-Induced Sleep Problems,Experience insomnia,Sleep Disturbance,"[-0.05218016  0.02451023 -0.05958288 ...  0.01445562 -0.01710751
 -0.00990227]",3
