Factor,Adjective,Synonym,Verb,Noun
Sleep-Wake Disorders,Parasomnias,NREM Arousals,Have night terrors,Sleepwalking
Sleep-Wake Disorders,Restless Legs Syndrome,RLS,Feel urge to move legs,Urge to Move
Sleep-Wake Disorders,Restless Legs Syndrome,Willis-Ekbom Disease,Experience unpleasant sensations,Creeping Sensation
Sleep-Wake Disorders,Substance/Medication-Induced Sleep Disorder,Drug-Induced Sleep Problems,Experience insomnia,Sleep Disturbance
Sexual Dysfunctions,Delayed Ejaculation,Male Orgasmic Disorder,Experience difficulty ejaculating,Delay in ejaculation
Sexual Dysfunctions,Delayed Ejaculation,Retarded Ejaculation,Delay ejaculation,Infrequency of orgasm
Sexual Dysfunctions,Delayed Ejaculation,Ejaculatory Inhibition,Require prolonged stimulation,Reduced intensity of orgasm
Sexual Dysfunctions,Erectile Disorder,Impotence,Fail to achieve erection,Erectile Difficulty
Sexual Dysfunctions,Erectile Disorder,Erectile Dysfunction,Fail to maintain erection,Insufficient Rigidity
Sexual Dysfunctions,Erectile Disorder,Difficulty Achieving/Maintaining Erection,Experience decreased rigidity,Performance Anxiety
Sexual Dysfunctions,Female Orgasmic Disorder,Anorgasmia,Experience delay or absence of orgasm,Orgasmic Difficulty
Sexual Dysfunctions,Female Orgasmic Disorder,Inhibited Female Orgasm,Have reduced intensity of orgasm,Delayed Orgasm
Sexual Dysfunctions,Female Orgasmic Disorder,Difficulty Reaching Orgasm,Require specific stimulation,Absent Orgasm
Sexual Dysfunctions,Female Sexual Interest/Arousal Disorder,Low Female Libido,Lack sexual interest,Reduced Interest
Sexual Dysfunctions,Female Sexual Interest/Arousal Disorder,Reduced Sexual Arousal,Have reduced arousal,Absent Arousal
Sexual Dysfunctions,Female Sexual Interest/Arousal Disorder,Hypoactive Sexual Desire,Fail to respond to sexual stimulation,Lack of Desire
Sexual Dysfunctions,Genito-Pelvic Pain/Penetration Disorder,Dyspareunia,Experience pain during intercourse,Genital Pain
Sexual Dysfunctions,Genito-Pelvic Pain/Penetration Disorder,Vaginismus,Tense pelvic floor muscles,Pelvic Pain
Sexual Dysfunctions,Genito-Pelvic Pain/Penetration Disorder,Painful Intercourse,Avoid penetration,Fear of Penetration
Sexual Dysfunctions,Male Hypoactive Sexual Desire Disorder,Low Male Libido,Lack sexual desire,Reduced Desire
Sexual Dysfunctions,Male Hypoactive Sexual Desire Disorder,Reduced Sexual Desire,Have reduced fantasies,Absent Fantasies
Sexual Dysfunctions,Premature (Early) Ejaculation,Rapid Ejaculation,Ejaculate prematurely,Early Ejaculation
Sexual Dysfunctions,Premature (Early) Ejaculation,Early Climax,Experience lack of control,Lack of Control
Sexual Dysfunctions,Other Specified Sexual Dysfunction,Atypical Sexual Dysfunction,Experience sexual difficulties,Sexual Dysfunction Symptoms
Sexual Dysfunctions,Other Specified Sexual Dysfunction,Subthreshold Sexual Dysfunction,Report distress,Distress
Sexual Dysfunctions,Unspecified Sexual Dysfunction,Sexual Dysfunction NOS,Experience sexual issues,Sexual Dysfunction Symptoms
Sexual Dysfunctions,Unspecified Sexual Dysfunction,Unspecified Sexual Disorder,Report distress,Distress
Gender Dysphoria,Gender Dysphoria in Children,Childhood Gender Dysphoria,Express,Incongruence
Gender Dysphoria,Gender Dysphoria in Children,Early-Onset Gender Incongruence,Insist,Distress
Gender Dysphoria,Gender Dysphoria in Adolescents and Adults,Adolescent Gender Dysphoria,Experience,Incongruence
Gender Dysphoria,Gender Dysphoria in Adolescents and Adults,Adult Gender Dysphoria,Express,Distress
Gender Dysphoria,Gender Dysphoria in Adolescents and Adults,Persistent Gender Incongruence,Desire,Identity Conflict
Gender Dysphoria,Other Specified Gender Dysphoria,Atypical Gender Dysphoria,Exhibit,Symptoms
Gender Dysphoria,Other Specified Gender Dysphoria,Subthreshold Gender Incongruence,Show,Incongruence
Gender Dysphoria,Unspecified Gender Dysphoria,Gender Incongruence NOS,Experience,Incongruence
Gender Dysphoria,Unspecified Gender Dysphoria,Undefined Gender Dysphoria,Manifest,Distress
"Disruptive, Impulse-Control, and Conduct Disorders",Oppositional Defiant Disorder,ODD,Argue,Defiance
"Disruptive, Impulse-Control, and Conduct Disorders",Oppositional Defiant Disorder,Defiant Behavior,Defy,Irritability
"Disruptive, Impulse-Control, and Conduct Disorders",Oppositional Defiant Disorder,Argumentative Behavior,Deliberately Annoy,Vindictiveness
"Disruptive, Impulse-Control, and Conduct Disorders",Intermittent Explosive Disorder,IED,Explode,Anger
"Disruptive, Impulse-Control, and Conduct Disorders",Intermittent Explosive Disorder,Impulse Aggression,Rage,Outbursts
"Disruptive, Impulse-Control, and Conduct Disorders",Intermittent Explosive Disorder,Anger Outbursts,Outburst,Aggression
"Disruptive, Impulse-Control, and Conduct Disorders",Conduct Disorder,CD,Steal,Aggression
"Disruptive, Impulse-Control, and Conduct Disorders",Conduct Disorder,Antisocial Behavior,Destroy,Property Destruction
"Disruptive, Impulse-Control, and Conduct Disorders",Conduct Disorder,Rule-Breaking,Aggress,Theft
"Disruptive, Impulse-Control, and Conduct Disorders",Pyromania,Fire-Setting Disorder,Set Fire,Fire-Setting
"Disruptive, Impulse-Control, and Conduct Disorders",Pyromania,Arsonistic Impulse,Fascinated by Fire,Fascination
"Disruptive, Impulse-Control, and Conduct Disorders",Kleptomania,Stealing Impulse,Steal,Urge
"Disruptive, Impulse-Control, and Conduct Disorders",Kleptomania,Shoplifting Disorder,Impulse Steal,Stealing
"Disruptive, Impulse-Control, and Conduct Disorders","Other Specified Disruptive, Impulse-Control, and Conduct Disorder",Atypical Disruptive Disorder,Exhibit,Symptoms
"Disruptive, Impulse-Control, and Conduct Disorders","Other Specified Disruptive, Impulse-Control, and Conduct Disorder",Subthreshold Conduct,Show,Behaviors
"Disruptive, Impulse-Control, and Conduct Disorders","Unspecified Disruptive, Impulse-Control, and Conduct Disorder",Unspecified Disruptive Behavior,Exhibit,Symptoms
Substance-Related and Addictive Disorders,Alcohol Use Disorder,AUD,Drink,Craving
Substance-Related and Addictive Disorders,Alcohol Use Disorder,Alcohol Dependence,Crave,Tolerance
Substance-Related and Addictive Disorders,Alcohol Use Disorder,Alcohol Abuse,Binge,Withdrawal
Substance-Related and Addictive Disorders,Caffeine Use Disorder,Caffeine Dependence,Consume,Tolerance
Substance-Related and Addictive Disorders,Caffeine Use Disorder,Caffeine Abuse,Crave,Withdrawal
Substance-Related and Addictive Disorders,Cannabis Use Disorder,Marijuana Use Disorder,Smoke,Tolerance
Substance-Related and Addictive Disorders,Cannabis Use Disorder,Cannabis Dependence,Vape,Withdrawal
Substance-Related and Addictive Disorders,Gambling Disorder,Compulsive Gambling,Gamble,Craving
Substance-Related and Addictive Disorders,Gambling Disorder,Pathological Gambling,Chase Losses,Loss Chasing
Substance-Related and Addictive Disorders,Other Specified Substance-Related and Addictive Disorder,Atypical Use Disorder,Use,Symptoms
Substance-Related and Addictive Disorders,Unspecified Substance-Related and Addictive Disorder,Substance Use NOS,Use,Symptoms
Neurocognitive Disorders,Delirium,Acute Confusional State,Fluctuate,Disorientation
Neurocognitive Disorders,Delirium,Toxic Encephalopathy,Disorient,Hallucinations
Neurocognitive Disorders,Major Neurocognitive Disorder,Major NCD,Forget,Memory Loss
Neurocognitive Disorders,Major Neurocognitive Disorder,Dementia,Confuse,Impairment
Neurocognitive Disorders,Mild Neurocognitive Disorder,Mild NCD,Forget,Memory Complaints
Neurocognitive Disorders,Mild Neurocognitive Disorder,Mild Cognitive Impairment,Misplace,Reduced Function
Neurocognitive Disorders,Other Specified Neurocognitive Disorder,Atypical NCD,Exhibit,Symptoms
Neurocognitive Disorders,Unspecified Neurocognitive Disorder,Unspecified Cognitive Disorder,Exhibit,Symptoms
Personality Disorders,Paranoid Personality Disorder,Paranoid PD,Suspect,Distrust
Personality Disorders,Paranoid Personality Disorder,Suspicious Personality,Mistrust,Suspicion
Personality Disorders,Schizoid Personality Disorder,Schizoid PD,Withdraw,Detachment
Personality Disorders,Schizoid Personality Disorder,Detached Personality,Prefer Solitude,Emotional Coldness
Personality Disorders,Schizotypal Personality Disorder,Schizotypal PD,Magical Thinking,Eccentricity
Personality Disorders,Schizotypal Personality Disorder,Eccentric Personality,Be Eccentric,Odd Beliefs
Personality Disorders,Antisocial Personality Disorder,ASPD,Deceive,Deceit
Personality Disorders,Antisocial Personality Disorder,Psychopathy,Exploit,Impulsivity
Personality Disorders,Antisocial Personality Disorder,Sociopathy,Violate Rights,Lack of Remorse
Personality Disorders,Borderline Personality Disorder,BPD,Idealize,Instability
Personality Disorders,Borderline Personality Disorder,Emotionally Unstable Personality,Devalue,Impulsivity
Personality Disorders,Histrionic Personality Disorder,HPD,Seek Attention,Attention-Seeking
Personality Disorders,Histrionic Personality Disorder,Dramatic Personality,Be Seductive,Shallowness
Personality Disorders,Narcissistic Personality Disorder,NPD,Grandstand,Grandiosity
Personality Disorders,Narcissistic Personality Disorder,Grandiose Personality,Require Admiration,Entitlement
Personality Disorders,Avoidant Personality Disorder,AvPD,Avoid,Avoidance
Personality Disorders,Avoidant Personality Disorder,Social Inhibition,Be Hypersensitive,Hypersensitivity
Personality Disorders,Dependent Personality Disorder,DPD,Depend,Dependency
Personality Disorders,Dependent Personality Disorder,Submissive Personality,Cling,Clinging
Personality Disorders,Obsessive-Compulsive Personality Disorder,OCPD,Order,Preoccupation with Order
Personality Disorders,Obsessive-Compulsive Personality Disorder,Perfectionistic Personality,Control,Perfectionism
Personality Disorders,Other Specified Personality Disorder,Atypical PD,Exhibit,Symptoms
Personality Disorders,Unspecified Personality Disorder,Personality Disorder NOS,Exhibit,Symptoms
Paraphilic Disorders,Voyeuristic Disorder,Peeping Tom Disorder,Observe,Observation
Paraphilic Disorders,Exhibitionistic Disorder,Flasher Disorder,Expose,Exposure
Paraphilic Disorders,Frotteuristic Disorder,Toucher Disorder,Rub,Touching
Paraphilic Disorders,Sexual Masochism Disorder,Masochism,Experience Pain,Pain
Paraphilic Disorders,Sexual Sadism Disorder,Sadism,Inflict Pain,Pain
Paraphilic Disorders,Pedophilic Disorder,Pedophilia,Arouse,Attraction
Paraphilic Disorders,Fetishistic Disorder,Fetish,Use Object,Object
Paraphilic Disorders,Transvestic Disorder,Cross-Dressing Disorder,Dress,Cross-Dressing
Paraphilic Disorders,Other Specified Paraphilic Disorder,Atypical Paraphilia,Exhibit,Symptoms
Paraphilic Disorders,Unspecified Paraphilic Disorder,Paraphilia NOS,Exhibit,Symptoms
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Neuroleptic-Induced Parkinsonism,Medication-Induced Parkinsonism,Tremble,Tremor
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Acute Dystonia,Dystonic Reaction,Spasm,Spasm
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Akathisia,Restlessness,Pace,Restlessness
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Tardive Dyskinesia,Late-Onset Dyskinesia,Grimace,Grimacing
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Medication-Induced Postural Tremor,Action Tremor,Tremble,Tremor
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Other Specified Medication-Induced Movement Disorder,Atypical MED Disorder,Exhibit,Symptoms
Medication-Induced Movement Disorders and Other Adverse Effects of Medication,Unspecified Medication-Induced Movement Disorder,MED Disorder NOS,Exhibit,Symptoms
Other Conditions That May Be a Focus of Clinical Attention,Relational Problems,Relationship Issues,Argue,Conflict
Other Conditions That May Be a Focus of Clinical Attention,Relational Problems,Interpersonal Difficulties,Withdraw,Tension
Other Conditions That May Be a Focus of Clinical Attention,Abuse and Neglect,Maltreatment,Harm,Abuse
Other Conditions That May Be a Focus of Clinical Attention,Abuse and Neglect,Child Abuse,Neglect,Neglect
Other Conditions That May Be a Focus of Clinical Attention,Abuse and Neglect,Elder Neglect,Abuse,Trauma
Other Conditions That May Be a Focus of Clinical Attention,Educational and Occupational Problems,School Issues,Struggle,Underachievement
Other Conditions That May Be a Focus of Clinical Attention,Educational and Occupational Problems,Work Issues,Fail,Absenteeism
Other Conditions That May Be a Focus of Clinical Attention,Housing and Economic Problems,Homelessness,Struggle,Homelessness
Other Conditions That May Be a Focus of Clinical Attention,Housing and Economic Problems,Financial Strain,Lack,Financial Hardship
Other Conditions That May Be a Focus of Clinical Attention,Other Health Service Encounters for Counseling and Medical Advice,Z-Codes,Seek,Encounter
Other Conditions That May Be a Focus of Clinical Attention,Other Health Service Encounters for Counseling and Medical Advice,Counseling Encounters,Receive,Counseling
Other Conditions That May Be a Focus of Clinical Attention,Other Specified Condition,Atypical Clinical Focus,Exhibit,Problem
Other Conditions That May Be a Focus of Clinical Attention,Unspecified Condition,Clinical Issue NOS,Exhibit,Problem
