Factor,Adjective,Synonym,Verb,Noun
Indecisiveness,Uncertain,Unclear,Pause,Indecision
Indecisiveness,Uncertain,Questioning,Grapple,Perplexity
Indecisiveness,Uncertain,Perplexed,Teeter,Hesitation
Indecisiveness,Uncertain,Irresolute,Backtrack,Irresolution
Indecisiveness,Undecided,Stuck,Stall,Stalemate
Indecisiveness,Undecided,Unconvinced,Back and forth,Stuckness
Indecisiveness,Undecided,Dithered,Linger,Ambivalence
Indecisiveness,Undecided,Vacillating,Postpone,Vacillation
Indecisiveness,Undecided,Split,Fence-sit,Indecision
Indecisiveness,Undecided,Between two minds,Flip-flop,Delay
Indecisiveness,Vacillating,Oscillating,Vacillate,Vacillation
Indecisiveness,Vacillating,Fluctuating,Oscillate,Oscillation
Indecisiveness,Vacillating,Wavering,Fluctuate,Fluctuation
Indecisiveness,Vacillating,Shifting,Shift stance,Waver
Indecisiveness,Vacillating,Hesitant,Tremble between options,Indecision
Indecisiveness,Vacillating,Up-and-down,Seesaw,Variable stance
Indecisiveness,Waffling,Hem-hawing,Waffle,Waffle
Indecisiveness,Waffling,Beating around bush,Hem and haw,Hem-hawing
Indecisiveness,Waffling,Noncommittal,Dodge,Noncommitment
Indecisiveness,Waffling,Shilly-shallying,Evade commitment,Shilly-shallying
Indecisiveness,Waffling,Procrastinating,Procrastinate,Procrastination
Indecisiveness,Waffling,Stalling,Stall,Evasion
Indecisiveness,Dithering,Wavering,Dither,Dither
Indecisiveness,Dithering,Hesitating,Pace anxiously,Waver
Indecisiveness,Dithering,Delaying action,Delay decision,Limbo state
Indecisiveness,Dithering,Stuck in limbo,Falter,Overthinking
Indecisiveness,Dithering,Uncertain,Overthink,Inertia
Indecisiveness,Dithering,Waffling,Tread water,Indecision
Worthlessness,Inadequate,Useless,Belittle,Worthlessness
Worthlessness,Inadequate,Unworthy,Devalue,Inferiority
Worthlessness,Inadequate,Inferior,Disparage,Insignificance
Worthlessness,Inadequate,Insignificant,Doubt oneself,Self-doubt
Worthlessness,Inadequate,Valueless,Self-criticize,Self-criticism
Worthlessness,Inadequate,Deficient,Feel unworthy,Shame
Worthlessness,Valueless,No-value,Invalidate,Valuelessness
Worthlessness,Valueless,Unappreciated,Discard,Triviality
Worthlessness,Valueless,Trivial,Ignore,Negligibility
Worthlessness,Valueless,Paltry,Dismiss,Lack of worth
Worthlessness,Valueless,Negligible,Downplay,Emptiness
Worthlessness,Valueless,Overlooked,Neglect,Nullity
Worthlessness,Meaningless,Empty,Lose sense,Meaninglessness
Worthlessness,Meaningless,Purposeless,Feel no purpose,Void
Worthlessness,Meaningless,Void,Question existence,Emptiness
Worthlessness,Meaningless,Aimless,Detach meaning,Purposelessness
Worthlessness,Meaningless,Unimportant,Wander aimlessly,Hollowness
Worthlessness,Meaningless,Hollow,Invalidate significance,Irrelevance
Worthlessness,Pointless,Futile,Waste effort,Pointlessness
Worthlessness,Pointless,Senseless,Go nowhere,Futility
Worthlessness,Pointless,Vain,Spiral aimlessly,Senselessness
Worthlessness,Pointless,No-win,Abandon cause,Vainness
Worthlessness,Pointless,Impractical,Give up,No-win scenario
Worthlessness,Pointless,Profitless,Pursue in vain,Useless chase
Worthlessness,Unimportant,Trivial,Downplay,Unimportance
Worthlessness,Unimportant,Minor,Minimize,Triviality
Worthlessness,Unimportant,Negligible,Overlook,Negligibility
Worthlessness,Unimportant,Marginal,Disregard,Marginality
Worthlessness,Unimportant,Inconsequential,Pass over,Inconsequence
Worthlessness,Unimportant,Petit,Diminish,Insignificance
Worthlessness,Useless,No-good,Fail repeatedly,Uselessness
Worthlessness,Useless,Ineffective,Abandon attempts,Failure
Worthlessness,Useless,Inept,Prove fruitless,Ineptitude
Worthlessness,Useless,Powerless,Produce nothing,Powerlessness
Worthlessness,Useless,Futile,Disappoint,Futility
Worthlessness,Useless,Incapable,Render null,Null effect
Loss of Energy,Fatigued,Exhausted,Fatigue,Fatigue
Loss of Energy,Fatigued,Drained,Deplete,Exhaustion
Loss of Energy,Fatigued,Lethargic,Drain,Lethargy
Loss of Energy,Fatigued,Worn out,Weaken,Weariness
Loss of Energy,Fatigued,Weary,Overexert,Depletion
Loss of Energy,Fatigued,Sluggish,Burn out,Burnout
Loss of Energy,Drained,Spent,Sap,Draining
Loss of Energy,Drained,Empty,Bleed energy,Depletion
Loss of Energy,Drained,Used up,Strain,Emptiness
Loss of Energy,Drained,Tapped out,Wear out,Low reserves
Loss of Energy,Drained,Running on fumes,Exhaust,Energy deficit
Loss of Energy,Drained,Depleted,Drain,Fumes
Loss of Energy,Weary,Drooping,Wear down,Weariness
Loss of Energy,Weary,Flagging,Flag,Tiredness
Loss of Energy,Weary,Overtaxed,Droop,Droop
Loss of Energy,Weary,Enervated,Overtax,Fatigue
Loss of Energy,Weary,Run-down,Grow tired,Burden
Loss of Energy,Weary,Listless,Decline,Weakness
Loss of Energy,Sluggish,Slow-moving,Plod,Sluggishness
Loss of Energy,Sluggish,Torpid,Crawl,Torpor
Loss of Energy,Sluggish,Slothful,Lag,Slothfulness
Loss of Energy,Sluggish,Inert,Move with difficulty,Inertia
Loss of Energy,Sluggish,Dragging,Drag feet,Delay
Loss of Energy,Sluggish,Hibernating,Slow down,Slowness
Loss of Energy,Languid,Weak,Languish,Languor
Loss of Energy,Languid,Listless,Fade,Weakness
Loss of Energy,Languid,Drooping,Sag,Listlessness
Loss of Energy,Languid,Enervated,Wilt,Enervation
Loss of Energy,Languid,Faint,Swoon,Feebleness
Loss of Energy,Languid,Powerless,Decline,Droop
Loss of Energy,Spent,Depleted,Use up,Spentness
Loss of Energy,Spent,Burned out,Push to limit,Complete depletion
Loss of Energy,Spent,Worn down,Slog through,Burned reserves
Loss of Energy,Spent,Empty,Collapse,End of rope
Loss of Energy,Spent,Run ragged,Drain reserves,Expenditure
Loss of Energy,Spent,Finished,Overextend,Total wear
Changes in Sleeping Pattern,Sleep-Deprived,Exhausted,Struggle to sleep,Insomnia
Changes in Sleeping Pattern,Sleep-Deprived,Restless,Toss,Restlessness
Changes in Sleeping Pattern,Sleep-Deprived,Fatigued,Turn,Fatigue
Changes in Sleeping Pattern,Sleep-Deprived,Insomniac,Wake up,Drowsiness
Changes in Sleeping Pattern,Sleep-Deprived,Sleepy,Oversleep,Oversleeping
Changes in Sleeping Pattern,Sleep-Deprived,Drowsy,Nap,Disturbance
Changes in Sleeping Pattern,Insomniac,Sleepless,Fail to sleep,Insomnia
Changes in Sleeping Pattern,Insomniac,Awake all night,Lie awake,Sleeplessness
Changes in Sleeping Pattern,Insomniac,Unable to doze,Pace at night,Night wakefulness
Changes in Sleeping Pattern,Insomniac,Alert at night,Stare at ceiling,Ceiling gazing
Changes in Sleeping Pattern,Insomniac,Night-watching,Struggle to doze,Anxiety at night
Changes in Sleeping Pattern,Insomniac,Toss-and-turn,Count sheep,Midnight restlessness
Changes in Sleeping Pattern,Hypersomnolent,Oversleeping,Oversleep,Hypersomnia
Changes in Sleeping Pattern,Hypersomnolent,Excessively drowsy,Stay in bed,Excessive sleep
Changes in Sleeping Pattern,Hypersomnolent,Heavy-lidded,Nap repeatedly,Daytime drowsiness
Changes in Sleeping Pattern,Hypersomnolent,Nonstop sleeping,Ignore alarms,Alarm ignorance
Changes in Sleeping Pattern,Hypersomnolent,Sluggish upon waking,Fall back asleep,Heavy slumber
Changes in Sleeping Pattern,Hypersomnolent,Bedridden,Drowse nonstop,Prolonged rest
Changes in Sleeping Pattern,Interrupted,Broken,Wake periodically,Broken sleep
Changes in Sleeping Pattern,Interrupted,Fragmented,Stir suddenly,Sleep fragments
Changes in Sleeping Pattern,Interrupted,Disturbed,Jolt awake,Disturbed rest
Changes in Sleeping Pattern,Interrupted,Sporadic,Fall asleep briefly,Nighttime awakenings
Changes in Sleeping Pattern,Interrupted,Uneven,Fail to maintain sleep,Choppy cycles
Changes in Sleeping Pattern,Interrupted,Choppy,Get up repeatedly,Sporadic dozing
Changes in Sleeping Pattern,Light Sleeper,Easily awoken,Twitch awake,Light sleep
Changes in Sleeping Pattern,Light Sleeper,Sensitive to noise,Flinch at sounds,Sensitivity to noise
Changes in Sleeping Pattern,Light Sleeper,Hyper-alert at night,Rouse quickly,Frequent rousing
Changes in Sleeping Pattern,Light Sleeper,Thin-sleep,React to movement,Hyper-alertness
Changes in Sleeping Pattern,Light Sleeper,Startling awake,Wake at slight disturbance,Night jitters
Changes in Sleeping Pattern,Light Sleeper,Reacts to stimuli,Shift from dreams,Brief dozing
Changes in Sleeping Pattern,Irregular,Erratic,Change bedtime often,Irregularity
Changes in Sleeping Pattern,Irregular,Unpredictable,Drift unpredictably,Erratic schedule
Changes in Sleeping Pattern,Irregular,Disordered,Skip normal routine,Unpredictable routine
Changes in Sleeping Pattern,Irregular,Out-of-pattern,Nap at odd times,Disordered cycle
Changes in Sleeping Pattern,Irregular,Chaotic,Lose track of hours,Chaotic pattern
Changes in Sleeping Pattern,Irregular,Unstable,Cycle improperly,Sleep instability
Irritability,Short-Tempered,Annoyed,Snap,Irritability
Irritability,Short-Tempered,Agitated,Yell,Agitation
Irritability,Short-Tempered,Frustrated,Complain,Annoyance
Irritability,Short-Tempered,Touchy,Grumble,Frustration
Irritability,Short-Tempered,Snappy,Fume,Short temper
Irritability,Short-Tempered,Testy,Lash out,Resentment
Irritability,Prickly,Easily offended,Take offense,Prickliness
Irritability,Prickly,Hyper-reactive,Bridle,Offense
Irritability,Prickly,Quarrelsome,Recoil angrily,Quick anger
Irritability,Prickly,Sensitive,Argue quickly,Sensitivity
Irritability,Prickly,Defensive,Overreact,Touchiness
Irritability,Prickly,Spiky,Huff,Spikiness
Irritability,Testy,Tetchy,Snarl,Testiness
Irritability,Testy,Irascible,Grump,Irascibility
Irritability,Testy,Cranky,Huff,Crankiness
Irritability,Testy,Grouchy,Harrumph,Grouchiness
Irritability,Testy,Edgy,Complain bitterly,Edginess
Irritability,Testy,Irritable,Snap back,Irritability
Irritability,Edgy,On edge,Fret,Edginess
Irritability,Edgy,Fretful,Shift anxiously,Fretfulness
Irritability,Edgy,Antsy,Snap suddenly,Nerves
Irritability,Edgy,Uneasy,Bridle at small things,Unease
Irritability,Edgy,High-strung,Twitch nervously,High tension
Irritability,Edgy,Jittery,Fume internally,Jitters
Irritability,Brusque,Curt,Cut off,Brusqueness
Irritability,Brusque,Abrupt,Interrupt rudely,Curtness
Irritability,Brusque,Blunt,Blurt,Abruptness
Irritability,Brusque,Short-spoken,End conversation,Bluntness
Irritability,Brusque,Sharp,Shut down talk,Sharp manner
Irritability,Brusque,Unceremonious,Dismiss abruptly,Unceremoniousness
Irritability,Antagonistic,Hostile,Pick fights,Antagonism
Irritability,Antagonistic,Confrontational,Argue,Hostility
Irritability,Antagonistic,Aggressive,Push buttons,Conflict
Irritability,Antagonistic,Argumentative,Oppose,Aggression
Irritability,Antagonistic,Combative,Provoke,Arguments
Irritability,Antagonistic,Discordant,Taunt,Provocation
Changes in Appetite,Unbalanced,Overeating,Binge,Appetite loss
Changes in Appetite,Unbalanced,Under-eating,Skip meals,Overeating
Changes in Appetite,Unbalanced,Unhealthy,Crave,Hunger
Changes in Appetite,Unbalanced,Ravenous,Overeat,Starvation
Changes in Appetite,Unbalanced,Starving,Undereat,Fullness
Changes in Appetite,Unbalanced,Full,Reject food,Cravings
Changes in Appetite,Overeating,Gluttonous,Devour,Overeating
Changes in Appetite,Overeating,Bingeing,Stuff oneself,Gluttony
Changes in Appetite,Overeating,Excessive,Engorge,Binge
Changes in Appetite,Overeating,Boundless,Gorge,Indulgence
Changes in Appetite,Overeating,Indulgent,Indulge,Voracity
Changes in Appetite,Overeating,Voracious,Feast,Excess
Changes in Appetite,Undereating,Restrictive,Restrict intake,Undereating
Changes in Appetite,Undereating,Fasting,Skip meals,Restriction
Changes in Appetite,Undereating,Minimal,Starve,Fasting
Changes in Appetite,Undereating,Depriving,Deny hunger,Starvation
Changes in Appetite,Undereating,Sparing,Minimize portions,Malnutrition
Changes in Appetite,Undereating,Reduced,Avoid nourishment,Self-denial
Changes in Appetite,Craving,Yearning,Crave,Craving
Changes in Appetite,Craving,Longing,Yearn for,Yearning
Changes in Appetite,Craving,Desiring,Seek out,Longing
Changes in Appetite,Craving,Wanting,Pine for,Desire
Changes in Appetite,Craving,Hungering,Fixate on,Hunger pang
Changes in Appetite,Craving,Urging,Lust after,Urge
Changes in Appetite,Erratic,Inconsistent,Oscillate,Erratic pattern
Changes in Appetite,Erratic,Fluctuating,Shift drastically,Fluctuation
Changes in Appetite,Erratic,Unpredictable,Swing,Unpredictability
Changes in Appetite,Erratic,Variable,Alternate,Instability
Changes in Appetite,Erratic,Unstable,Vary intake,Swing
Changes in Appetite,Erratic,Sporadic,Flip between extremes,Sporadic changes
Changes in Appetite,Avoidant,Aversion-based,Refuse food,Avoidance
Changes in Appetite,Avoidant,Fearful of eating,Recoil from meals,Aversion
Changes in Appetite,Avoidant,Nauseated,Repel nourishment,Food refusal
Changes in Appetite,Avoidant,Repulsed,Fend off eating,Meal reluctance
Changes in Appetite,Avoidant,Reluctant,Reject sustenance,Repulsion
Changes in Appetite,Avoidant,Evasive,Ward off appetite,Evasive behavior
Difficulty Concentrating,Distracted,Unfocused,Forget,Distraction
Difficulty Concentrating,Distracted,Forgetful,Drift off,Forgetfulness
Difficulty Concentrating,Distracted,Cloudy-minded,Lose focus,Mental fog
Difficulty Concentrating,Distracted,Absentminded,Struggle to think,Absentmindedness
Difficulty Concentrating,Distracted,Spacey,Wander,Confusion
Difficulty Concentrating,Distracted,Preoccupied,Space out,Inattention
Difficulty Concentrating,Scatterbrained,Disorganized,Scatter focus,Scatterbrain
Difficulty Concentrating,Scatterbrained,Chaotic-minded,Misplace items,Disorganization
Difficulty Concentrating,Scatterbrained,Erratic-thoughted,Lose track,Haphazardness
Difficulty Concentrating,Scatterbrained,All-over-the-place,Fumble details,Erratic mind
Difficulty Concentrating,Scatterbrained,Haphazard,Bounce around,Jumbled thoughts
Difficulty Concentrating,Scatterbrained,Incoherent,Jumble thoughts,Incoherence
Difficulty Concentrating,Fuzzy-headed,Hazy,Blur details,Fuzziness
Difficulty Concentrating,Fuzzy-headed,Muddled,Strain comprehension,Muddle
Difficulty Concentrating,Fuzzy-headed,Murky,Misinterpret,Murkiness
Difficulty Concentrating,Fuzzy-headed,Blurry-minded,Stumble cognitively,Blurriness
Difficulty Concentrating,Fuzzy-headed,Vague,Lose clarity,Vagueness
Difficulty Concentrating,Fuzzy-headed,Dim,Get muddled,Cognitive dimness
Difficulty Concentrating,Daydreaming,Woolgathering,Daydream,Daydream
Difficulty Concentrating,Daydreaming,Fantastical,Drift away,Woolgathering
Difficulty Concentrating,Daydreaming,Off in space,Tune out reality,Mental escape
Difficulty Concentrating,Daydreaming,Elsewhere,Get lost in thought,Fantasy bubble
Difficulty Concentrating,Daydreaming,Imaginative wandering,Escape mentally,Imaginative wandering
Difficulty Concentrating,Daydreaming,Airy,Ignore surroundings,Elsewhereness
Difficulty Concentrating,Incoherent,Rambling,Trail off,Incoherence
Difficulty Concentrating,Incoherent,Disjointed,Lose track mid-sentence,Rambling speech
Difficulty Concentrating,Incoherent,Disconnected,Mis-speak,Disjointed expression
Difficulty Concentrating,Incoherent,Garbled,Mix phrases,Garbled message
Difficulty Concentrating,Incoherent,Inarticulate,Confuse self,Inarticulation
Difficulty Concentrating,Incoherent,Scrambled,Struggle to articulate,Verbal scramble
Difficulty Concentrating,Foggy,Misty,Wade through thoughts,Fog
Difficulty Concentrating,Foggy,Clouded,Strain to see mentally,Mistiness
Difficulty Concentrating,Foggy,Obscured,Squint inwardly,Cloudiness
Difficulty Concentrating,Foggy,Opaque,Miss details,Opacity
Difficulty Concentrating,Foggy,Blurry,Fade out,Haze
Difficulty Concentrating,Foggy,Hazy,Trip mentally,Dimness
Tiredness or Fatigue,Exhausted,Weary,Collapse,Fatigue
Tiredness or Fatigue,Exhausted,Drained,Rest,Exhaustion
Tiredness or Fatigue,Exhausted,Burned out,Drag,Weariness
Tiredness or Fatigue,Exhausted,Lethargic,Move sluggishly,Burnout
Tiredness or Fatigue,Exhausted,Sluggish,Slump,Sluggishness
Tiredness or Fatigue,Exhausted,Overwhelmed,Slow down,Tiredness
Tiredness or Fatigue,Drained,Spent,Expend,Draining
Tiredness or Fatigue,Drained,Empty,Sap energy,Depletion
Tiredness or Fatigue,Drained,Used up,Deplete,Hollowness
Tiredness or Fatigue,Drained,Tapped out,Drain,Low reserves
Tiredness or Fatigue,Drained,Hollow,Exhaust,Emptiness
Tiredness or Fatigue,Drained,Depleted,Devitalize,Energy loss
Tiredness or Fatigue,Sleepy,Drowsy,Nod off,Sleepiness
Tiredness or Fatigue,Sleepy,Dozy,Doze,Drowsiness
Tiredness or Fatigue,Sleepy,Groggy,Feel eyes droop,Grogginess
Tiredness or Fatigue,Sleepy,Heavy-lidded,Struggle awake,Heavy lids
Tiredness or Fatigue,Sleepy,Nodding off,Fight sleep,Yawning
Tiredness or Fatigue,Sleepy,Somnolent,Yawn,Somnolence
Tiredness or Fatigue,Languid,Weak,Languish,Languor
Tiredness or Fatigue,Languid,Listless,Fade,Weakness
Tiredness or Fatigue,Languid,Drooping,Sag,Listlessness
Tiredness or Fatigue,Languid,Faint,Wilt,Faintness
Tiredness or Fatigue,Languid,Powerless,Slow response,Low energy
Tiredness or Fatigue,Languid,Under-energized,Lose pep,Under-stamina
Tiredness or Fatigue,Overworked,Stressed,Overexert,Overwork
Tiredness or Fatigue,Overworked,Pressed,Burn candle at both ends,Stress load
Tiredness or Fatigue,Overworked,Maxed out,Push limits,Burden
Tiredness or Fatigue,Overworked,Burdened,Ignore rest,Burning out
Tiredness or Fatigue,Overworked,Strained,Take on too much,Maxed limit
Tiredness or Fatigue,Overworked,Overloaded,Overreach,Strain
Tiredness or Fatigue,Worn-out,Used up,Wear out,Worn-outness
Tiredness or Fatigue,Worn-out,Rundown,Run down,Rundown state
Tiredness or Fatigue,Worn-out,Shot,Drain energy,Complete depletion
Tiredness or Fatigue,Worn-out,Done in,Exhaust resources,Shot energy
Tiredness or Fatigue,Worn-out,Depleted,Flatten spirit,Done-in feeling
Tiredness or Fatigue,Worn-out,Spent,Use up,Flattened stamina
Loss of Interest in Sex,Uninterested,Apathetic,Avoid,Disinterest
Loss of Interest in Sex,Uninterested,Indifferent,Reject,Apathy
Loss of Interest in Sex,Uninterested,Distant,Withdraw,Detachment
Loss of Interest in Sex,Uninterested,Numb,Detach,Indifference
Loss of Interest in Sex,Uninterested,Emotionless,Lose desire,Coldness
Loss of Interest in Sex,Uninterested,Disengaged,Neglect,Unresponsiveness
Loss of Interest in Sex,Repelled,Disgusted,Feel revulsion,Repulsion
Loss of Interest in Sex,Repelled,Turned off,Reject intimacy,Disgust
Loss of Interest in Sex,Repelled,Revolted,Cringe physically,Turn-off
Loss of Interest in Sex,Repelled,Grossed out,Back away,Recoil
Loss of Interest in Sex,Repelled,Nauseated,Refuse contact,Nausea
Loss of Interest in Sex,Repelled,Aversion-based,Crinkle nose,Aversion
Loss of Interest in Sex,Apathetic,Uncaring,Feel no spark,Apathy
Loss of Interest in Sex,Apathetic,Dispassionate,Tune out affection,Dispassion
Loss of Interest in Sex,Apathetic,Numbed,Ignore closeness,Numbness
Loss of Interest in Sex,Apathetic,Lackluster,Show no passion,Emotional flatness
Loss of Interest in Sex,Apathetic,Emotionless,Withdraw physically,Bored acceptance
Loss of Interest in Sex,Apathetic,Flat,Fail to respond,Disinterest
Loss of Interest in Sex,Inhibited,Constrained,Restrain desire,Inhibition
Loss of Interest in Sex,Inhibited,Reserved,Hesitate physically,Constraint
Loss of Interest in Sex,Inhibited,Self-conscious,Block urges,Reserve
Loss of Interest in Sex,Inhibited,Fearful,Hold back affection,Self-consciousness
Loss of Interest in Sex,Inhibited,Restrictive,Self-censor touches,Restriction
Loss of Interest in Sex,Inhibited,Held back,Stifle impulses,Held-backness
Loss of Interest in Sex,Dispassionate,Cool,Withdraw affection,Dispassion
Loss of Interest in Sex,Dispassionate,Unemotional,Maintain emotional distance,Emotional neutrality
Loss of Interest in Sex,Dispassionate,Neutral,Show no warmth,Coolness
Loss of Interest in Sex,Dispassionate,Aloof,Remain aloof,Aloofness
Loss of Interest in Sex,Dispassionate,Calm,Cool off,Calm detachment
Loss of Interest in Sex,Dispassionate,Detached,Suppress passion,Flat affect
Loss of Interest in Sex,Turned-off,Unaroused,Lose any spark,Turn-off
Loss of Interest in Sex,Turned-off,Checked out,Roll eyes at intimacy,Unarousal
Loss of Interest in Sex,Turned-off,Disinterested,Ignore advances,Shut down
Loss of Interest in Sex,Turned-off,Switched off,Reject closeness,Cold shoulder
Loss of Interest in Sex,Turned-off,Closed off,Switch off desire,Barrier
Loss of Interest in Sex,Turned-off,Repulsed,Remove interest,Disconnectedness
